cdacordao,tipo,PC1,PC2,PC3,PC4,PC5,PC6
1862694,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862695,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862697,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862698,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862700,f(descricao),0.339381,0.108556,-0.103165,-0.089763,0.074654,-0.006734
1862701,f(descricao),0.364605,0.045319,-0.041250,-0.068724,0.019006,0.020656
1862703,f(descricao),0.443814,-0.247537,0.068226,0.043646,-0.171503,0.057551
1862711,f(descricao),0.408487,-0.242279,0.051790,0.101307,-0.176370,0.087785
1862712,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862713,f(descricao),0.355507,0.049338,-0.116007,-0.115671,0.044408,-0.005265
1862717,f(descricao),0.418496,-0.244526,0.039930,0.068513,-0.165874,0.070765
1861238,f(descricao),0.369021,0.110801,-0.183927,-0.052430,0.005584,0.009200
1861243,f(descricao),0.398648,0.039767,-0.067985,-0.042744,0.029331,-0.077828
1861248,f(descricao),0.356182,-0.011591,-0.064956,-0.053383,-0.025300,0.000947
1861281,f(descricao),0.414705,0.075033,-0.112865,-0.042494,0.004791,-0.064514
1861288,f(descricao),0.389780,0.051044,-0.162878,-0.083083,0.005265,0.009941
1861306,f(descricao),0.426482,0.017172,-0.083618,-0.037747,-0.021413,-0.009485
1861325,f(descricao),0.392133,0.035555,-0.066784,-0.072173,0.024255,-0.004878
1861343,f(descricao),0.406294,0.083593,-0.095691,-0.106905,-0.013951,-0.023776
1861349,f(descricao),0.396362,-0.007985,-0.065039,-0.045814,0.042706,0.012799
1861352,f(descricao),0.425595,0.049111,-0.061231,-0.095466,0.007498,-0.042461
1861355,f(descricao),0.409617,0.047666,-0.104045,-0.058153,0.012013,0.051371
1861358,f(descricao),0.386930,0.003509,-0.086692,-0.017006,-0.044106,-0.026194
1861398,f(descricao),0.426927,0.124536,-0.101042,-0.062866,0.026995,-0.076306
1861405,f(descricao),0.351001,0.154603,-0.020366,0.005957,0.060971,0.001461
1861421,f(descricao),0.391677,-0.010436,-0.117192,-0.048877,0.017367,-0.026345
1861458,f(descricao),0.338374,0.103003,-0.093610,-0.068716,-0.007415,0.002621
1861477,f(descricao),0.377937,0.050052,-0.121475,-0.038022,0.053574,0.017097
1861506,f(descricao),0.344166,-0.028922,-0.155819,-0.082350,0.045505,-0.031510
1861534,f(descricao),0.383022,0.044070,-0.088172,-0.048023,0.013161,0.072833
1861538,f(descricao),0.399536,0.157716,-0.053477,-0.023908,0.094926,0.004211
1861562,f(descricao),0.346322,0.058091,-0.073584,-0.072600,-0.015215,-0.039787
1861567,f(descricao),0.396133,0.089820,-0.131108,-0.056205,0.004399,-0.031541
1861591,f(descricao),0.412316,0.076806,-0.117974,-0.058472,0.000461,-0.053365
1861594,f(descricao),0.381166,-0.011523,-0.122882,-0.030959,0.047285,0.049650
1863415,f(descricao),0.378869,0.054205,-0.140956,-0.070620,0.045486,0.025806
1863422,f(descricao),0.340669,0.094722,-0.152569,-0.094061,0.010136,-0.011963
1863442,f(descricao),0.377291,0.035724,-0.120639,-0.049450,0.045990,0.024060
1863447,f(descricao),0.393682,0.001110,-0.105433,-0.041183,0.050612,-0.070592
1863483,f(descricao),0.395803,0.056323,-0.104695,-0.037212,-0.020979,0.040868
1863502,f(descricao),0.423905,-0.027184,-0.162913,-0.077894,-0.008393,-0.064426
1863507,f(descricao),0.381847,0.131526,-0.078408,-0.074548,0.023830,-0.069136
1863695,f(descricao),0.400583,0.093980,-0.106724,-0.059903,0.049610,-0.030935
1862908,f(descricao),0.390323,0.098796,-0.172176,-0.086700,0.041174,-0.041752
1862911,f(descricao),0.335352,0.257360,0.028615,0.077637,0.247607,-0.051646
1862932,f(descricao),0.407746,0.157733,-0.093147,0.030043,0.105567,-0.085335
1862331,f(descricao),0.428662,0.140439,-0.077156,-0.010485,0.116737,-0.102450
1862374,f(descricao),0.419058,0.244041,0.012298,0.064378,0.193433,-0.062159
1862384,f(descricao),0.426380,0.162243,-0.057676,0.013213,0.058914,-0.042533
1862433,f(descricao),0.364911,0.112441,-0.127832,-0.101059,-0.000530,0.002090
1862464,f(descricao),0.384565,0.030207,-0.048293,-0.062117,0.027049,0.002635
1862629,f(descricao),0.359558,0.166928,-0.057352,0.025744,0.060626,0.026404
1862661,f(descricao),0.334147,0.244292,0.013186,0.041706,0.128928,-0.007087
1861253,f(descricao),0.322330,0.160225,-0.021473,0.067672,0.209731,-0.050390
1861274,f(descricao),0.404097,0.096408,-0.126734,-0.082057,0.031741,-0.087065
1861347,f(descricao),0.411812,0.092597,-0.121051,-0.092054,-0.000068,-0.087626
1861392,f(descricao),0.384997,0.042014,-0.044262,-0.095778,-0.078196,0.059455
1861406,f(descricao),0.385795,0.135687,-0.148358,-0.081703,-0.012702,-0.033385
1861475,f(descricao),0.368724,0.153589,-0.033557,-0.045770,0.112438,-0.032699
1861597,f(descricao),0.384092,0.131146,-0.152525,-0.075711,0.065128,-0.053199
1861651,f(descricao),0.396597,0.103625,-0.127998,-0.044503,0.017823,-0.004207
1861673,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861690,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861698,f(descricao),0.354741,0.032866,-0.075064,-0.085910,-0.033376,-0.005628
1861699,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861715,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861716,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861730,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861731,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861747,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861764,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861779,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1861780,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861786,f(descricao),0.392110,0.080268,-0.112749,-0.108654,0.051626,-0.035107
1861794,f(descricao),0.424191,0.007732,-0.042536,0.013459,-0.049348,-0.008071
1861802,f(descricao),0.348728,0.001972,-0.095687,-0.101157,-0.043878,0.022322
1861819,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861820,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861842,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861851,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861856,f(descricao),0.352468,0.062767,-0.080425,-0.093081,0.024956,-0.018094
1861861,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861862,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861873,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861887,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861888,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861910,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861928,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861929,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861948,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861949,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861955,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1861956,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1860285,f(descricao),0.434372,0.088280,-0.079537,0.008515,0.129289,-0.060681
1860332,f(descricao),0.389345,0.181186,-0.012339,0.091049,0.130157,-0.066890
1859274,f(descricao),0.376023,0.020271,-0.141467,-0.086064,-0.005626,-0.008833
1859287,f(descricao),0.394019,0.006481,-0.088494,-0.082144,-0.009369,-0.033125
1859290,f(descricao),0.360159,0.074826,-0.125349,-0.007959,0.029954,-0.020554
1859291,f(descricao),0.304693,0.017775,-0.049508,-0.076248,0.006431,-0.011957
1859294,f(descricao),0.306967,0.058357,-0.152210,-0.011625,0.019237,-0.061080
1859300,f(descricao),0.346852,0.019365,-0.171073,-0.046980,-0.009684,0.007984
1859305,f(descricao),0.389270,0.133870,0.011258,0.034631,0.134013,0.015707
1859307,f(descricao),0.392307,0.029394,-0.153988,-0.095809,-0.017588,-0.002810
1859322,f(descricao),0.431186,0.128926,-0.087034,-0.012783,0.080187,-0.066601
1859326,f(descricao),0.372863,0.013374,-0.130089,-0.077772,-0.046056,0.067150
1859342,f(descricao),0.411012,0.152294,-0.065224,0.006586,0.114876,-0.083816
1859373,f(descricao),0.412936,0.138559,-0.060667,-0.068630,0.020341,-0.046300
1859382,f(descricao),0.410176,0.053701,-0.097675,-0.018699,-0.011171,-0.012477
1859404,f(descricao),0.412805,0.168074,-0.023893,-0.004709,0.095381,-0.051374
1859407,f(descricao),0.327633,0.129881,-0.097013,-0.064093,0.068931,-0.065928
1859418,f(descricao),0.361846,0.022078,-0.138311,0.010986,-0.029670,0.060439
1859442,f(descricao),0.385364,0.144611,-0.073174,0.020956,0.128791,-0.022524
1859519,f(descricao),0.441483,0.040698,-0.089001,-0.097868,-0.001377,-0.021762
1859636,f(descricao),0.307273,0.120249,0.002561,0.053935,0.065163,-0.107745
1858844,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1858335,f(descricao),0.363222,0.149693,-0.041375,0.006941,0.092637,-0.117273
1858345,f(descricao),0.399361,0.147830,-0.130543,0.037678,0.097576,-0.069800
1858370,f(descricao),0.426666,0.251135,-0.003049,0.090304,0.151259,-0.074516
1858389,f(descricao),0.367157,0.222249,-0.092165,0.064854,0.111382,-0.031016
1858399,f(descricao),0.348452,0.201943,0.043765,0.046422,0.190243,-0.013038
1858586,f(descricao),0.420256,0.177224,-0.068410,0.033830,0.121886,-0.075673
1857994,f(descricao),0.376780,-0.031316,-0.107431,-0.072830,-0.047139,0.036741
1858041,f(descricao),0.391797,0.086649,-0.142713,-0.052681,0.028087,-0.030407
1858046,f(descricao),0.290591,0.138862,-0.080002,-0.051665,0.048707,0.063229
1858111,f(descricao),0.385134,0.165214,-0.022339,0.069447,0.155134,-0.091299
1858135,f(descricao),0.444121,0.061213,-0.162919,-0.023789,0.044723,-0.024721
1858140,f(descricao),0.380732,0.010325,-0.105687,-0.015991,-0.033705,-0.010991
1858174,f(descricao),0.404797,0.100724,-0.111465,-0.064914,0.065978,-0.046678
1858185,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1858191,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1858192,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1858193,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1858197,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857073,f(descricao),0.395441,0.096201,-0.051689,0.000260,0.087349,-0.040785
1857146,f(descricao),0.316036,0.226272,0.044852,0.025202,0.168339,-0.061259
1857293,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857294,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857306,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857319,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857320,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857335,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857350,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857365,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857366,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857379,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857380,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857401,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857402,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857403,f(descricao),0.421278,0.135990,-0.067829,0.004410,0.112625,-0.031955
1857409,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857410,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857421,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857422,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857432,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857433,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857444,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1857445,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1856344,f(descricao),0.399407,0.052663,-0.102117,-0.077381,0.000095,-0.004653
1856556,f(descricao),0.460167,-0.190057,0.053918,0.045490,-0.179229,0.057240
1854823,f(descricao),0.388923,0.031990,-0.110429,-0.037649,0.026105,0.015312
1854859,f(descricao),0.380825,0.200792,-0.054730,0.069854,0.164584,-0.055855
1854896,f(descricao),0.378114,0.104732,-0.134882,-0.091545,0.024821,0.045345
1854921,f(descricao),0.340469,0.143937,-0.129072,-0.075711,0.051482,-0.084719
1854961,f(descricao),0.383986,0.205200,0.018288,0.072672,0.166895,0.000409
1854967,f(descricao),0.384385,0.056857,-0.135186,-0.100714,0.049651,-0.033469
1854982,f(descricao),0.371799,0.067728,-0.113800,-0.043506,0.004182,0.047623
1854990,f(descricao),0.406299,0.215882,-0.015568,-0.011842,0.181673,-0.059070
1855017,f(descricao),0.368373,0.099128,0.049253,0.022647,0.184921,-0.013998
1855041,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855044,f(descricao),0.371325,0.250033,0.033688,0.092482,0.203319,-0.076640
1855055,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855056,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855057,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855071,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855072,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855073,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855074,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855075,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855088,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855089,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855102,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855103,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855128,f(descricao),0.335157,0.140728,-0.019056,0.087553,0.165616,0.009597
1855159,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855175,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855176,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855181,f(descricao),0.335600,0.037604,-0.118940,-0.079383,0.072412,-0.015384
1855186,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855187,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855210,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855211,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855230,f(descricao),0.438591,-0.221038,0.068827,0.058788,-0.212061,0.101752
1855251,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855252,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1855254,f(descricao),0.496879,-0.183828,0.082112,0.058712,-0.246034,0.102393
1862942,f(descricao),0.385475,0.248874,-0.037147,0.028056,0.196843,-0.075486
1862946,f(descricao),0.386388,0.198948,-0.064779,0.010119,0.151244,-0.060995
1862948,f(descricao),0.409344,0.180146,-0.001540,0.094049,0.195329,-0.077196
1862957,f(descricao),0.373239,0.192482,-0.017409,0.026417,0.190644,-0.039629
1862965,f(descricao),0.371691,0.205384,-0.022752,0.004931,0.148316,-0.115227
1862973,f(descricao),0.399834,0.194072,-0.055674,0.015981,0.218434,-0.067576
1862978,f(descricao),0.433282,0.222421,-0.022465,0.056029,0.128792,-0.083636
1862990,f(descricao),0.362385,0.183732,0.031938,0.008171,0.196420,-0.037202
1862297,f(descricao),0.317648,0.168253,-0.068351,0.020097,0.120539,-0.110068
1862321,f(descricao),0.375728,0.231825,-0.044211,0.044281,0.167274,-0.055840
1862327,f(descricao),0.378641,0.242848,0.046374,0.057262,0.216697,-0.030985
1862341,f(descricao),0.387046,0.045748,0.008854,0.031847,0.103575,0.032536
1862358,f(descricao),0.376986,0.237417,-0.021857,-0.016633,0.132316,-0.055849
1862401,f(descricao),0.395422,0.188911,-0.007176,0.071684,0.121933,-0.055792
1862444,f(descricao),0.365551,0.223613,0.010634,0.070442,0.245977,-0.080306
1861321,f(descricao),0.344804,0.245859,-0.019903,0.035883,0.193174,-0.084674
1861390,f(descricao),0.404836,0.240934,-0.024292,0.006754,0.187085,-0.091394
1861391,f(descricao),0.420391,0.168722,-0.075817,0.020454,0.126293,-0.058131
1861446,f(descricao),0.356032,0.199527,0.047305,0.008676,0.161120,-0.008866
1861489,f(descricao),0.403065,0.215535,-0.047427,0.013999,0.115036,-0.103598
1861490,f(descricao),0.375930,0.187424,0.008711,0.064496,0.176238,-0.017038
1861517,f(descricao),0.355309,0.220963,-0.003447,0.039135,0.162685,-0.061835
1861568,f(descricao),0.364823,0.195000,0.015351,-0.024239,0.119305,-0.014707
1861596,f(descricao),0.390242,0.175765,0.000972,0.068067,0.203677,-0.070805
1861676,f(descricao),0.437714,0.195732,-0.066830,0.013209,0.137209,-0.077213
1860279,f(descricao),0.395567,0.129701,-0.056184,-0.018847,0.088844,-0.023697
1860294,f(descricao),0.369380,0.190508,0.035294,0.091563,0.142295,-0.035724
1860300,f(descricao),0.350452,0.185574,0.004428,-0.001488,0.180531,-0.042460
1860304,f(descricao),0.393807,0.210282,0.000493,-0.009909,0.172273,-0.087959
1860319,f(descricao),0.368693,0.213595,-0.008856,0.008006,0.160761,-0.107047
1860330,f(descricao),0.382983,0.189410,-0.024919,0.010809,0.160085,-0.054019
1860345,f(descricao),0.439639,0.165455,-0.036902,0.027876,0.132700,-0.060589
1860348,f(descricao),0.403968,0.142191,-0.079650,0.030063,0.116139,-0.090389
1860352,f(descricao),0.388482,0.192449,0.001240,0.128035,0.167883,-0.075760
1860391,f(descricao),0.338420,0.260960,0.080001,0.094241,0.219320,-0.069623
1860412,f(descricao),0.422587,0.155294,-0.047179,0.036451,0.153901,-0.037642
1860440,f(descricao),0.344641,0.203657,0.042391,0.122790,0.166368,-0.063856
1859299,f(descricao),0.390622,0.235864,-0.018730,0.074166,0.202377,-0.048158
1859302,f(descricao),0.318623,0.167586,0.075772,0.050220,0.125754,-0.069873
1859378,f(descricao),0.386973,0.240309,-0.018586,0.069427,0.201766,-0.084891
1859428,f(descricao),0.371959,0.225072,-0.009692,0.005114,0.152472,-0.086577
1859467,f(descricao),0.425703,0.200839,-0.038686,-0.006167,0.185664,-0.108210
1859549,f(descricao),0.416749,0.137233,-0.018859,0.003700,0.070953,-0.050819
1859559,f(descricao),0.392252,0.191683,0.013328,0.006048,0.164739,-0.053027
1859566,f(descricao),0.373713,0.158879,0.006097,0.022137,0.133305,-0.048031
1859687,f(descricao),0.403529,0.148907,-0.014230,0.063197,0.139711,-0.014538
1859713,f(descricao),0.397704,0.277531,-0.001236,0.064263,0.178402,-0.050050
1858331,f(descricao),0.383063,0.171455,0.023993,-0.010087,0.195010,-0.075870
1858334,f(descricao),0.360583,0.260346,-0.056032,0.084913,0.194721,-0.109136
1858340,f(descricao),0.330276,0.210936,0.039172,0.061658,0.132212,-0.065259
1858346,f(descricao),0.394684,0.178103,-0.074159,0.027134,0.134109,-0.035802
1858353,f(descricao),0.393743,0.161487,-0.033541,0.029992,0.157483,-0.059826
1858372,f(descricao),0.398197,0.214966,-0.005140,0.024499,0.159748,-0.014280
1858374,f(descricao),0.376286,0.198416,-0.009713,0.029453,0.188080,-0.078574
1858376,f(descricao),0.373680,0.205449,0.053731,0.022908,0.186179,-0.038388
1858396,f(descricao),0.388403,0.241420,-0.027453,0.097773,0.139942,-0.066207
1858414,f(descricao),0.336492,0.238659,0.033166,0.095462,0.265476,-0.060829
1858417,f(descricao),0.370921,0.165458,0.018666,0.040308,0.199129,-0.053838
1858437,f(descricao),0.344251,0.190901,0.000683,0.030986,0.166424,-0.028938
1858448,f(descricao),0.363722,0.207803,0.039667,0.110431,0.193215,-0.057986
1858462,f(descricao),0.362977,0.244247,0.011504,0.052273,0.236229,-0.055539
1858521,f(descricao),0.357558,0.222344,0.043345,0.096297,0.185801,-0.018091
1858531,f(descricao),0.335287,0.192300,-0.041115,0.068418,0.147867,-0.014433
1858560,f(descricao),0.438723,0.168972,-0.018682,-0.042444,0.105132,-0.038677
1858573,f(descricao),0.378833,0.180312,0.043819,0.018696,0.137702,-0.016352
1858607,f(descricao),0.424506,0.173612,-0.014470,0.025762,0.127139,-0.067734
1858617,f(descricao),0.376259,0.193459,0.037314,0.052432,0.149972,-0.029035
1857981,f(descricao),0.330392,0.242341,0.011231,0.028015,0.160152,-0.053846
1857985,f(descricao),0.367100,0.266507,0.022401,0.052588,0.192479,-0.023983
1858170,f(descricao),0.375046,0.220549,-0.035602,0.065160,0.171451,-0.116759
1857052,f(descricao),0.400929,0.180720,-0.035043,0.052845,0.137795,-0.058673
1857053,f(descricao),0.430992,0.194080,-0.019811,0.016082,0.121716,-0.055766
1857097,f(descricao),0.382735,0.126795,-0.056712,0.002752,0.143586,-0.062924
1857107,f(descricao),0.337594,0.255286,0.037233,0.066547,0.231798,-0.037669
1857108,f(descricao),0.430798,0.202367,-0.042056,0.033819,0.122838,-0.072560
1857144,f(descricao),0.409848,0.208937,-0.034490,0.021782,0.126669,-0.107991
1857159,f(descricao),0.390713,0.224122,0.027651,0.060348,0.141787,-0.062404
1857394,f(descricao),0.385791,0.187955,-0.010255,0.012127,0.180008,-0.014967
1857395,f(descricao),0.335967,0.247798,0.030033,0.038856,0.208680,0.003419
1857413,f(descricao),0.412149,0.180887,0.016296,0.036723,0.153728,-0.041541
1857462,f(descricao),0.345481,0.156021,0.067730,0.016616,0.124835,-0.014142
1857468,f(descricao),0.394384,0.174661,-0.007788,0.012832,0.169786,-0.032069
1856363,f(descricao),0.380103,0.244051,0.030680,0.101808,0.213773,-0.067384
1856365,f(descricao),0.412454,0.220439,-0.015305,0.036182,0.190846,-0.048602
1856367,f(descricao),0.397240,0.221070,0.016704,-0.012898,0.156873,-0.044859
1856372,f(descricao),0.370454,0.215376,0.027360,0.007732,0.169242,-0.020763
1856499,f(descricao),0.400849,0.135822,-0.003322,0.053142,0.185963,-0.023414
1856500,f(descricao),0.390060,0.206681,-0.020601,0.064438,0.121414,-0.056054
1856514,f(descricao),0.326157,0.202891,0.026008,-0.016050,0.137628,-0.088438
1856523,f(descricao),0.422450,0.232494,-0.028115,0.015326,0.239484,-0.061947
1854829,f(descricao),0.350572,0.263980,0.015867,0.078543,0.276273,-0.032798
1854934,f(descricao),0.401712,0.168694,0.001203,0.044388,0.165484,-0.098099
1854940,f(descricao),0.403241,0.124417,-0.019432,0.018499,0.106589,-0.038680
1854972,f(descricao),0.383988,0.223089,-0.010173,0.068767,0.172423,-0.106684
1854994,f(descricao),0.349349,0.202331,-0.022877,0.065847,0.160716,-0.120505
1855018,f(descricao),0.400596,0.235707,0.009102,0.036964,0.197348,-0.081220
1855066,f(descricao),0.388187,0.181774,0.010094,-0.032415,0.112845,-0.051406
1855095,f(descricao),0.424664,0.197235,-0.005463,0.018597,0.172318,-0.090397
1855131,f(descricao),0.407842,0.125338,-0.097336,0.053579,0.074661,-0.042412
1855182,f(descricao),0.386503,0.246028,0.029184,0.082071,0.191671,-0.037490
1855208,f(descricao),0.399616,0.224154,0.008371,0.022427,0.177620,-0.043061
1855228,f(descricao),0.406503,0.148381,-0.024719,0.048927,0.114530,-0.057382
1855229,f(descricao),0.397189,0.223258,-0.052542,0.055859,0.118387,-0.102095
1855439,f(descricao),0.366683,0.213548,0.019969,0.034170,0.189897,-0.039753
1853832,f(descricao),0.381391,0.127975,0.013812,-0.006392,0.133527,-0.009596
1853858,f(descricao),0.364523,0.220540,-0.029830,0.082014,0.195022,-0.000836
1853866,f(descricao),0.333239,0.203227,0.002816,-0.011342,0.145233,-0.079566
1853878,f(descricao),0.393911,0.191749,-0.020885,0.020668,0.158772,-0.076406
1853885,f(descricao),0.360855,0.248849,0.053887,0.046031,0.187410,-0.028573
1853899,f(descricao),0.407521,0.233232,0.013372,0.051014,0.152651,-0.032384
1853900,f(descricao),0.386989,0.147860,0.006242,0.049190,0.161072,-0.036644
1853907,f(descricao),0.433386,0.247171,-0.001968,0.044343,0.225153,-0.079730
1853925,f(descricao),0.367792,0.219619,-0.011538,0.047706,0.189339,-0.028315
1853957,f(descricao),0.358945,0.180506,-0.051930,0.014450,0.150261,-0.058778
1854018,f(descricao),0.393570,0.230956,-0.020194,0.077615,0.190018,-0.058066
1854042,f(descricao),0.405138,0.081773,-0.086293,0.051671,0.106437,-0.077153
1854078,f(descricao),0.352788,0.240122,-0.029872,0.113583,0.226265,-0.057219
1854108,f(descricao),0.389575,0.137547,-0.028731,-0.000184,0.012393,0.015854
1854162,f(descricao),0.350423,0.179293,0.047134,0.006803,0.159190,-0.016450
1854212,f(descricao),0.395822,0.205892,0.021290,0.087244,0.204636,-0.041025
1854237,f(descricao),0.352528,0.085642,-0.000717,0.102892,0.088094,-0.039400
1854329,f(descricao),0.344377,0.146318,0.006316,-0.012183,0.101024,-0.080849
1853192,f(descricao),0.381331,0.276436,0.016093,0.055867,0.205868,-0.059844
1853195,f(descricao),0.358391,0.206511,-0.028425,0.090997,0.227972,-0.058653
1853230,f(descricao),0.402611,0.121901,-0.040991,-0.027392,0.110414,-0.005585
1853242,f(descricao),0.415598,0.236112,0.017137,0.080036,0.199892,-0.075004
1853246,f(descricao),0.407868,0.212349,0.025738,0.045908,0.161329,-0.079494
1853261,f(descricao),0.364511,0.199697,0.045827,0.117965,0.179595,-0.039675
1853268,f(descricao),0.414822,0.218808,0.045871,0.075675,0.150834,-0.078151
1853278,f(descricao),0.417624,0.158882,0.008013,0.051186,0.153220,-0.033589
1853297,f(descricao),0.404298,0.237352,0.029674,0.076945,0.221625,-0.081367
1853298,f(descricao),0.372158,0.170395,0.011300,0.036978,0.156717,-0.026850
1853307,f(descricao),0.332422,0.282029,-0.052437,0.057564,0.237763,-0.078513
1853332,f(descricao),0.366099,0.111978,0.000009,0.033493,0.150577,-0.007548
1853365,f(descricao),0.350544,0.178887,0.003499,0.052294,0.219692,-0.041630
1853374,f(descricao),0.371517,0.193452,-0.031916,0.045948,0.190933,-0.042956
1853376,f(descricao),0.390755,0.206408,0.056506,0.019032,0.169208,-0.042354
