cdacordao,tipo,PC1,PC2,PC3,PC4,PC5,PC6
1855056,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855057,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855071,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855072,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855073,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855074,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855075,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855088,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855089,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855102,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855103,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855128,f(ementa),-0.245367,0.210063,0.133995,0.057495,0.117876,0.219813
1855159,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855175,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855176,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855181,f(ementa),-0.208555,0.022184,-0.052935,-0.275236,-0.010500,0.029897
1855186,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855187,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855210,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855211,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855230,f(ementa),-0.175521,-0.309641,0.066852,-0.027445,0.113644,-0.001793
1855251,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855252,f(ementa),-0.019752,-0.263879,0.346773,-0.208961,0.001828,-0.227138
1855254,f(ementa),-0.062747,-0.302329,0.343155,-0.195231,0.006951,-0.193856
1862942,f(ementa),-0.310863,0.271026,0.177956,0.023682,-0.026109,0.128184
1862946,f(ementa),-0.249640,0.244777,0.156691,0.031633,-0.016642,0.140464
1862948,f(ementa),-0.277514,0.277230,0.222273,0.177866,0.035570,0.093241
1862957,f(ementa),-0.197926,0.215330,0.194281,0.066777,0.018360,0.115775
1862965,f(ementa),-0.178103,0.198100,0.081724,0.037099,-0.081532,-0.180111
1862973,f(ementa),-0.308321,0.277643,0.176693,0.094205,-0.005770,0.188593
1862978,f(ementa),-0.092341,0.193317,0.181953,0.021818,0.055205,0.018156
1862990,f(ementa),-0.297370,0.221944,0.165481,0.034688,-0.042744,0.091147
1862297,f(ementa),-0.111880,0.090850,0.078029,-0.060231,-0.079040,-0.034153
1862321,f(ementa),-0.213227,0.142591,0.183916,0.003415,0.039017,0.068002
1862327,f(ementa),-0.267048,0.262983,0.249558,0.123074,0.016572,0.081493
1862341,f(ementa),-0.146212,0.191333,0.271443,-0.029601,0.025198,0.041903
1862358,f(ementa),-0.304379,0.292471,0.162812,0.118005,0.075614,0.222180
1862401,f(ementa),-0.240142,0.196429,0.124420,0.019071,-0.018975,0.128486
1862444,f(ementa),-0.263252,0.247304,0.278688,0.092520,0.016949,0.122335
1861321,f(ementa),0.021178,0.171784,0.180549,-0.071414,-0.089062,-0.227900
1861390,f(ementa),-0.209193,0.231142,0.256716,0.041380,0.012124,0.121008
1861391,f(ementa),-0.279942,0.211149,0.125741,0.084579,-0.012281,0.182924
1861446,f(ementa),-0.200028,0.209189,0.239340,-0.025451,0.023037,0.184485
1861489,f(ementa),-0.266260,0.248740,0.121996,0.012814,0.017798,0.200105
1861490,f(ementa),-0.185106,0.210790,0.233942,0.042323,0.006623,0.164613
1861517,f(ementa),-0.126799,0.185282,0.217325,0.012998,0.007320,-0.109499
1861568,f(ementa),-0.182736,0.185181,0.250942,0.014698,0.074407,0.162402
1861596,f(ementa),-0.182846,0.220002,0.247253,0.056825,0.010325,-0.034284
1861676,f(ementa),-0.188815,0.066448,0.021930,-0.011997,-0.015042,0.020738
1860279,f(ementa),-0.181411,0.068850,0.011092,-0.113972,0.052912,-0.010024
1860294,f(ementa),-0.234425,0.242777,0.234043,0.063352,0.030585,0.129108
1860300,f(ementa),-0.227954,0.186663,0.199331,0.028845,-0.045603,0.074838
1860304,f(ementa),-0.244206,0.165760,0.026727,-0.055105,-0.024564,0.089659
1860319,f(ementa),-0.235411,0.246247,0.166271,0.050272,0.030359,0.135750
1860330,f(ementa),-0.271155,0.215515,0.163599,0.043735,0.023811,0.131083
1860345,f(ementa),-0.255758,0.258323,0.205611,0.022221,0.005227,0.127113
1860348,f(ementa),-0.282150,0.193004,0.151366,0.029296,0.004787,0.160105
1860352,f(ementa),-0.241056,0.258813,0.214379,0.101393,0.048083,0.147663
1860391,f(ementa),-0.252409,0.279989,0.217132,0.140094,-0.016823,0.112331
1860412,f(ementa),-0.244567,0.204353,0.172383,0.023919,0.040111,0.169559
1860440,f(ementa),-0.237433,0.247848,0.242076,0.140754,0.004201,0.163524
1859299,f(ementa),-0.247189,0.238602,0.212217,0.100316,0.026583,0.147853
1859302,f(ementa),-0.095228,0.110944,0.286760,-0.017943,-0.065981,-0.183681
1859378,f(ementa),-0.243785,0.258302,0.166721,0.024428,0.013180,0.121016
1859428,f(ementa),-0.221129,0.259410,0.163499,0.047300,-0.004596,0.153458
1859467,f(ementa),-0.237731,0.239010,0.190544,0.025015,0.053345,0.183368
1859549,f(ementa),-0.188454,0.189482,0.179203,-0.010704,0.044435,0.090577
1859559,f(ementa),0.001594,0.150101,0.228725,-0.071724,0.001931,-0.105269
1859566,f(ementa),-0.233205,0.261052,0.230097,0.041486,0.033492,0.148497
1859687,f(ementa),-0.235630,0.240038,0.137760,0.052227,-0.017480,0.141363
1859713,f(ementa),-0.200941,0.268898,0.232604,0.129436,0.014954,0.108702
1858331,f(ementa),-0.249721,0.245540,0.200285,0.007828,0.003362,0.122081
1858334,f(ementa),-0.283150,0.236237,0.198747,0.118063,0.022281,0.097176
1858340,f(ementa),-0.185171,0.180952,0.271433,0.014362,0.034765,0.136842
1858346,f(ementa),-0.300577,0.277553,0.175550,0.070137,-0.014618,0.149916
1858353,f(ementa),-0.201865,0.228746,0.187805,0.046730,-0.011046,0.087799
1858372,f(ementa),-0.218996,0.273464,0.123556,0.034533,-0.008305,0.190532
1858374,f(ementa),-0.172291,0.177732,0.218518,0.027546,0.005927,0.050644
1858376,f(ementa),-0.248937,0.252630,0.222008,0.028236,0.044848,0.102990
1858396,f(ementa),-0.168323,0.211984,0.277108,0.037113,0.058087,0.032107
1858414,f(ementa),0.045015,0.089759,0.230655,-0.113674,-0.023277,-0.103138
1858417,f(ementa),-0.197619,0.161330,0.188156,-0.045442,-0.072528,-0.040223
1858437,f(ementa),-0.266199,0.216660,0.183734,0.038638,-0.010836,0.174735
1858448,f(ementa),-0.240279,0.214866,0.121813,0.161145,0.040081,0.026899
1858462,f(ementa),-0.310301,0.250723,0.188877,0.101785,0.051775,0.137350
1858521,f(ementa),0.060676,0.122582,0.233938,-0.068422,-0.034587,-0.182466
1858531,f(ementa),-0.188923,0.166839,0.141721,0.047043,0.027244,0.162056
1858560,f(ementa),-0.214420,0.190099,0.224688,-0.014475,0.024254,0.068162
1858573,f(ementa),-0.250314,0.235384,0.223714,0.049206,0.027427,0.152334
1858607,f(ementa),-0.240091,0.269844,0.203241,0.074526,0.047531,0.143107
1858617,f(ementa),-0.260002,0.275063,0.195779,0.062424,-0.022495,0.122535
1857981,f(ementa),-0.221300,0.153985,0.181109,-0.034370,0.016650,-0.053942
1857985,f(ementa),-0.250011,0.210647,0.206676,0.103440,0.055268,0.119646
1858170,f(ementa),-0.240564,0.188480,0.122285,0.107183,-0.020024,0.009464
1857052,f(ementa),-0.242012,0.274989,0.166628,0.070125,0.015421,0.187513
1857053,f(ementa),-0.148070,0.224916,0.225972,0.031847,0.108424,0.248569
1857097,f(ementa),-0.192305,0.206699,0.148563,-0.008924,0.014869,0.052967
1857107,f(ementa),-0.270652,0.277039,0.238149,0.129870,0.043906,0.095481
1857108,f(ementa),-0.246539,0.102067,-0.009790,-0.052740,-0.118540,-0.135809
1857144,f(ementa),-0.206878,0.176495,0.189423,0.048645,0.007690,0.054188
1857159,f(ementa),-0.239522,0.234691,0.246565,0.070274,0.027603,0.129033
1857394,f(ementa),-0.269242,0.158127,0.163199,0.056040,0.018501,0.154223
1857395,f(ementa),-0.258985,0.208060,0.224134,0.050364,0.038114,0.156170
1857413,f(ementa),-0.177053,0.112046,0.177702,0.056766,0.082326,0.183090
1857462,f(ementa),-0.256620,0.197843,0.234719,0.040269,-0.021072,0.125016
1857468,f(ementa),-0.219959,0.244689,0.194372,-0.011947,-0.037352,0.064141
1856363,f(ementa),-0.338673,0.280752,0.208794,0.167204,0.039772,0.206900
1856365,f(ementa),-0.226412,0.233937,0.213137,-0.003990,-0.029810,0.107197
1856367,f(ementa),-0.204983,0.191454,0.202514,0.048765,0.052177,0.121711
1856372,f(ementa),-0.278702,0.221864,0.205988,0.096047,-0.030913,0.220939
1856499,f(ementa),-0.035669,0.158651,0.216472,-0.014502,-0.031522,-0.051636
1856500,f(ementa),-0.092454,0.167418,0.121358,-0.023298,-0.041809,-0.070943
1856514,f(ementa),-0.138028,0.124328,0.128194,0.069723,0.002228,-0.026802
1856523,f(ementa),-0.255235,0.264967,0.217077,0.073884,0.026261,0.171093
1854829,f(ementa),-0.310238,0.311162,0.231967,0.124279,-0.003986,0.048795
1854934,f(ementa),-0.236117,0.209848,0.183149,0.045198,0.041055,0.216263
1854940,f(ementa),-0.244498,0.167027,0.181595,0.050580,-0.027808,0.180027
1854972,f(ementa),-0.198133,0.237714,0.270883,0.074689,0.047394,0.163794
1854994,f(ementa),-0.225300,0.185697,0.213880,0.080139,0.026610,0.117706
1855018,f(ementa),-0.276921,0.242164,0.157028,0.052618,0.010621,0.089808
1855066,f(ementa),-0.212581,0.209766,0.267060,-0.013678,0.002196,0.037582
1855095,f(ementa),-0.254719,0.296128,0.204908,0.022665,-0.036727,0.092073
1855131,f(ementa),-0.260249,0.218685,0.191226,-0.002955,0.010933,0.172904
1855182,f(ementa),-0.318891,0.251965,0.197864,0.163995,0.018660,0.137639
1855208,f(ementa),-0.193305,0.255875,0.230003,0.059221,0.001902,0.141798
1855228,f(ementa),-0.279254,0.213692,0.167048,0.020437,0.015581,0.178227
1855229,f(ementa),-0.230821,0.223340,0.190791,0.050460,0.069043,0.175983
1855439,f(ementa),-0.297726,0.278356,0.146803,0.135220,-0.045750,0.135938
1853832,f(ementa),-0.150302,0.148303,0.204330,-0.068736,0.050039,-0.013949
1853858,f(ementa),-0.251957,0.226725,0.158843,0.051126,0.117291,0.226168
1853866,f(ementa),-0.237141,0.186448,0.226171,-0.006587,0.015447,0.058897
1853878,f(ementa),-0.060634,0.173708,0.294021,-0.034912,0.042567,-0.033881
1853885,f(ementa),-0.137180,0.201582,0.295055,-0.010142,-0.005376,-0.073186
1853899,f(ementa),-0.319978,0.291657,0.243023,0.132066,-0.012214,0.178921
1853900,f(ementa),-0.323666,0.205022,0.144337,0.030299,0.024466,0.174675
1853907,f(ementa),-0.258050,0.285695,0.200510,0.066202,-0.014300,0.032539
1853925,f(ementa),-0.124182,0.233890,0.298059,-0.019379,0.020202,-0.094972
1853957,f(ementa),-0.223245,0.177060,0.065204,-0.059134,0.059763,0.201909
1854018,f(ementa),-0.253065,0.294102,0.262198,0.094016,0.044592,0.118919
1854042,f(ementa),-0.228843,0.177608,0.049579,-0.008674,0.094626,0.280390
1854078,f(ementa),-0.209465,0.222742,0.241149,0.072447,0.046349,0.183367
1854108,f(ementa),-0.234530,0.190281,0.138853,0.087210,0.064370,0.213626
1854162,f(ementa),-0.211008,0.237555,0.270490,0.027917,-0.016565,0.143250
1854212,f(ementa),-0.292737,0.219619,0.214327,0.049480,-0.011368,0.129803
1854237,f(ementa),-0.230020,0.191063,0.094569,0.124966,0.064764,0.158792
1854329,f(ementa),-0.290937,0.243261,0.155940,0.060845,0.028397,0.178033
1853192,f(ementa),-0.207556,0.237348,0.271041,0.074009,0.042685,0.083385
1853195,f(ementa),-0.189053,0.216581,0.169217,0.084591,-0.014200,-0.060974
1853230,f(ementa),-0.221588,0.169418,0.140642,-0.074694,0.080573,0.243515
1853242,f(ementa),-0.258632,0.274048,0.265545,0.096739,0.009443,0.076193
1853246,f(ementa),-0.187457,0.245894,0.232606,0.051311,0.044307,0.019665
1853261,f(ementa),-0.310443,0.266041,0.204955,0.137866,0.000222,0.099964
1853268,f(ementa),-0.256267,0.255062,0.185063,0.034644,0.009017,0.083892
1853278,f(ementa),-0.234158,0.264511,0.156099,0.056642,0.049470,0.170873
1853297,f(ementa),-0.283114,0.242780,0.216850,0.064784,0.014231,0.133739
1853298,f(ementa),-0.285267,0.158235,0.192373,0.098608,0.012418,0.200721
1853307,f(ementa),-0.119402,0.154296,0.168121,0.084016,0.018246,-0.040765
1853332,f(ementa),-0.199367,0.243162,0.131297,0.007237,0.044047,0.165527
1853365,f(ementa),-0.246294,0.215634,0.143744,0.113466,0.013394,0.246684
1853374,f(ementa),-0.193934,0.142129,0.060616,-0.055203,0.099461,0.156531
1853376,f(ementa),-0.229246,0.219690,0.174872,0.087922,-0.045656,0.100946
1853394,f(ementa),-0.255661,0.089569,0.095270,-0.051546,0.077179,0.186862
1853401,f(ementa),-0.200877,0.204554,0.237557,0.038670,0.032358,0.101831
1853407,f(ementa),-0.050449,0.097541,0.214161,-0.127779,-0.113838,-0.122345
1853427,f(ementa),-0.172116,0.239962,0.217637,0.093140,0.033451,0.035963
1853453,f(ementa),-0.229263,0.069023,-0.123103,-0.094182,-0.003323,-0.023159
1853470,f(ementa),-0.065805,0.136216,0.189459,-0.007690,-0.009027,-0.071373
1853530,f(ementa),-0.224132,0.118105,0.050281,0.051226,0.033514,0.243315
1853591,f(ementa),-0.225859,0.118046,0.098987,0.111922,0.057076,0.203891
1853624,f(ementa),-0.219438,0.264170,0.187138,0.032361,0.059185,0.188160
1853626,f(ementa),-0.176750,0.025291,0.163377,0.054936,0.022027,0.225052
1853639,f(ementa),-0.245010,0.242613,0.111513,0.027782,0.012070,0.193272
1853654,f(ementa),-0.099159,0.120415,0.157137,-0.087429,-0.075168,-0.130604
1853669,f(ementa),-0.218602,0.158292,0.078045,0.046641,0.031080,0.129745
1853680,f(ementa),-0.321296,0.289917,0.138654,0.171384,-0.073523,0.106474
1853692,f(ementa),-0.221236,0.159745,0.202144,0.031408,0.060705,0.160723
1853726,f(ementa),-0.218207,0.274103,0.105812,0.064618,-0.004436,0.136446
1853783,f(ementa),-0.189014,0.210378,0.066599,0.038147,-0.009462,-0.005618
1849751,f(ementa),-0.177475,0.053864,-0.009898,-0.233293,-0.060524,0.095370
1849851,f(ementa),-0.096973,0.014207,0.056253,-0.258438,-0.035391,-0.020555
1849229,f(ementa),-0.063392,0.074081,0.047269,-0.144986,0.084792,0.051516
1849409,f(ementa),-0.194163,0.265344,0.236971,0.041045,0.019507,0.175673
1849560,f(ementa),-0.132092,0.254092,0.220524,0.136173,-0.032109,-0.022830
1849633,f(ementa),-0.289034,0.287390,0.144025,0.062741,-0.044254,0.150891
1849651,f(ementa),-0.260811,0.233791,0.226763,0.183360,0.041655,0.110243
1849660,f(ementa),-0.256430,0.287803,0.191674,0.061183,-0.032265,0.082726
1848702,f(ementa),-0.243609,0.238180,0.174153,-0.006621,0.090415,0.179830
1848712,f(ementa),-0.065721,0.103374,0.177459,-0.123123,-0.030408,-0.086775
1848745,f(ementa),-0.286809,0.305534,0.187251,0.140471,0.041516,0.175404
1848764,f(ementa),-0.048799,0.067682,0.194694,-0.068895,-0.037236,-0.178174
1863427,f(descricao),0.334091,-0.020386,-0.133901,-0.090501,0.013974,0.021067
1863439,f(descricao),0.391935,0.032834,-0.143430,-0.070454,0.057341,0.000221
1863459,f(descricao),0.400115,0.033770,-0.137869,-0.075366,-0.007119,-0.051827
1863462,f(descricao),0.436862,-0.161579,-0.028231,0.033478,-0.140703,0.053010
1863467,f(descricao),0.382070,0.069827,-0.116322,-0.035484,0.036492,0.001506
1863472,f(descricao),0.423617,-0.116609,0.037603,0.025669,-0.082995,0.008194
1863498,f(descricao),0.397534,0.154150,-0.100647,0.014794,0.048501,-0.073265
1863504,f(descricao),0.402931,0.045867,-0.138134,-0.125333,-0.007710,-0.022372
1863524,f(descricao),0.382008,0.055130,-0.056773,-0.078452,0.044385,0.033254
1863548,f(descricao),0.377644,0.150409,-0.114625,-0.100968,0.064097,-0.003873
1863554,f(descricao),0.373271,0.003104,-0.059575,-0.079827,-0.004140,-0.055834
1863555,f(descricao),0.400209,0.091550,-0.122570,-0.017958,-0.005569,0.000742
1863564,f(descricao),0.425742,-0.213939,0.040124,0.061966,-0.135867,0.069918
1863579,f(descricao),0.383823,0.068259,-0.074663,-0.052527,0.048294,0.006993
1863584,f(descricao),0.348378,-0.003718,-0.150430,-0.058417,0.034076,-0.057115
1863592,f(descricao),0.422151,0.019836,-0.118066,-0.065256,-0.049624,0.010776
1863598,f(descricao),0.392948,0.037758,-0.062884,-0.100550,-0.039350,0.010061
1863605,f(descricao),0.417537,0.061540,-0.062725,-0.087315,-0.004505,0.005850
1863611,f(descricao),0.406308,0.092846,-0.105145,-0.045216,0.059219,-0.003747
1863619,f(descricao),0.437616,-0.203493,0.037820,0.054501,-0.192131,0.089571
1863620,f(descricao),0.452241,-0.213544,0.042075,0.033952,-0.186339,0.080152
1863626,f(descricao),0.464838,-0.193965,0.045681,0.079421,-0.219874,0.099056
1863627,f(descricao),0.385137,0.089180,-0.103388,-0.091196,0.077920,0.016982
1863634,f(descricao),0.391524,-0.173377,-0.020359,0.047967,-0.036149,0.013581
1863640,f(descricao),0.365869,0.081236,-0.110451,-0.064092,0.032479,0.067616
1863641,f(descricao),0.465659,-0.203595,0.066113,0.079144,-0.209152,0.074530
1863647,f(descricao),0.443441,-0.265859,0.030614,0.058640,-0.180599,0.069839
1863648,f(descricao),0.453135,-0.204166,0.049159,0.079269,-0.219051,0.081428
1863654,f(descricao),0.423617,-0.116609,0.037603,0.025669,-0.082995,0.008194
1862307,f(descricao),0.336513,0.219460,-0.084314,0.012492,0.178515,-0.033710
1862351,f(descricao),0.376023,0.020271,-0.141467,-0.086064,-0.005626,-0.008833
1862357,f(descricao),0.376023,0.020271,-0.141467,-0.086064,-0.005626,-0.008833
1862366,f(descricao),0.344079,0.026254,-0.124943,-0.073128,-0.009630,0.007911
1862383,f(descricao),0.399356,0.058973,-0.082774,-0.066650,0.015840,-0.070440
1862417,f(descricao),0.448113,-0.144457,-0.003653,0.058303,-0.126851,0.069853
1862438,f(descricao),0.326090,0.087602,-0.065226,-0.113500,-0.002792,-0.052084
1862446,f(descricao),0.357627,0.078674,-0.094790,-0.072246,0.007121,-0.022755
1862447,f(descricao),0.407914,0.062775,-0.093465,-0.063847,0.051285,0.015784
1862458,f(descricao),0.408356,0.026857,-0.128411,-0.060492,0.059394,-0.039826
1862465,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862467,f(descricao),0.434604,-0.209390,0.070196,0.074794,-0.176079,0.085725
1862503,f(descricao),0.384156,0.029962,-0.172259,-0.094506,-0.043597,-0.005181
1856357,f(descricao),0.382888,0.033809,-0.113696,-0.014088,0.055231,0.027864
1856386,f(descricao),0.381442,0.061419,-0.112385,-0.059901,0.009330,0.003913
1856509,f(descricao),0.402012,0.199798,-0.013953,0.021921,0.161288,-0.059806
1856531,f(descricao),0.416302,0.173100,-0.108658,-0.066176,0.041017,-0.074886
1856537,f(descricao),0.339580,0.039063,-0.091438,-0.076751,0.059543,-0.024166
1856552,f(descricao),0.455981,-0.187367,0.041420,0.034093,-0.155042,0.074313
1856618,f(descricao),0.349732,0.169957,-0.008404,0.029121,0.098946,-0.050730
1848860,f(descricao),0.391211,0.241567,0.029850,0.086486,0.214522,-0.034365
1863426,f(descricao),0.352424,0.056246,-0.061309,-0.130969,-0.041090,0.051458
1863430,f(descricao),0.388617,0.029181,-0.115863,-0.091458,0.012270,-0.051830
1863444,f(descricao),0.350192,-0.017489,-0.100478,-0.055880,0.012956,0.080656
1863457,f(descricao),0.359657,0.142140,-0.034483,-0.081235,0.018753,0.029388
1863473,f(descricao),0.303871,0.072416,-0.091043,-0.081926,0.018071,0.016995
1863476,f(descricao),0.387368,-0.018024,-0.043180,-0.008632,-0.070216,-0.035193
1863477,f(descricao),0.370855,0.044311,-0.105024,-0.121266,0.018666,0.006121
1863508,f(descricao),0.299346,0.068534,-0.117463,-0.131353,-0.018805,-0.006275
1863581,f(descricao),0.400476,0.092897,-0.128721,-0.047577,0.044149,0.009194
1863633,f(descricao),0.354137,0.080437,-0.100480,0.018027,-0.008415,-0.041719
1863655,f(descricao),0.442835,-0.252635,0.043835,0.079643,-0.153619,0.118263
1863656,f(descricao),0.410834,-0.153286,0.005833,0.033655,-0.045145,0.025389
1863657,f(descricao),0.452241,-0.213544,0.042075,0.033952,-0.186339,0.080152
1863658,f(descricao),0.425726,-0.211426,0.040104,0.060672,-0.133804,0.070780
1863664,f(descricao),0.423617,-0.116609,0.037603,0.025669,-0.082995,0.008194
1863667,f(descricao),0.443249,-0.169898,0.009214,0.021114,-0.102713,0.021916
1863674,f(descricao),0.369637,0.091993,-0.066383,-0.077194,-0.035250,0.006652
1863683,f(descricao),0.376304,0.150314,-0.061227,-0.063286,0.075962,0.002890
1863688,f(descricao),0.352898,0.008105,-0.070529,-0.068640,0.018756,-0.039609
1863692,f(descricao),0.367884,0.086181,-0.054814,-0.054466,0.042371,-0.021636
1863762,f(descricao),0.405524,0.048790,-0.093228,-0.014689,-0.006618,-0.032442
1862914,f(descricao),0.426117,0.039865,-0.136040,-0.024629,-0.009520,-0.006609
1862915,f(descricao),0.326751,0.083359,-0.162262,-0.081468,0.013342,-0.045015
1862923,f(descricao),0.368161,0.144875,-0.109005,-0.008118,0.000923,-0.064317
1862979,f(descricao),0.299717,0.076951,-0.158428,-0.095245,0.033399,0.010475
1863006,f(descricao),0.350862,-0.043874,-0.177323,-0.051442,0.010337,-0.036738
1863007,f(descricao),0.350862,-0.043874,-0.177323,-0.051442,0.010337,-0.036738
1863013,f(descricao),0.329045,0.061039,-0.103587,-0.078552,-0.013302,0.041623
1863016,f(descricao),0.350862,-0.043874,-0.177323,-0.051442,0.010337,-0.036738
1863022,f(descricao),0.326247,0.050516,-0.135010,-0.108570,0.013483,0.018374
1863036,f(descricao),0.433728,-0.215299,0.042945,0.067696,-0.192729,0.086687
1863039,f(descricao),0.303992,0.113604,-0.138784,-0.121112,0.071212,-0.017968
1863079,f(descricao),0.350862,-0.043874,-0.177323,-0.051442,0.010337,-0.036738
1862294,f(descricao),0.376023,0.020271,-0.141467,-0.086064,-0.005626,-0.008833
1862295,f(descricao),0.376023,0.020271,-0.141467,-0.086064,-0.005626,-0.008833
1862476,f(descricao),0.442349,-0.219238,0.033738,0.046012,-0.198328,0.058052
1862519,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862520,f(descricao),0.447176,-0.207904,0.040415,0.066442,-0.193843,0.085143
1862524,f(descricao),0.382006,0.094560,-0.097454,-0.086254,0.029896,-0.100873
1862527,f(descricao),0.443553,-0.239533,0.017545,0.083887,-0.180969,0.118693
1862528,f(descricao),0.432165,-0.210434,0.020248,0.068666,-0.175304,0.099732
1862533,f(descricao),0.409501,-0.209789,0.037283,0.066375,-0.179178,0.086435
1862541,f(descricao),0.405266,0.072053,-0.129809,-0.093548,0.043844,-0.036805
1862549,f(descricao),0.445540,-0.227019,0.068783,0.090100,-0.180976,0.108034
1862551,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862552,f(descricao),0.432784,-0.216985,0.032412,0.067039,-0.184803,0.070057
1862553,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862561,f(descricao),0.447320,-0.234679,0.056085,0.094092,-0.207045,0.083346
1862567,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862574,f(descricao),0.433127,-0.204040,0.031629,0.078987,-0.188907,0.077425
1862575,f(descricao),0.432604,-0.204285,0.032134,0.076690,-0.187244,0.079643
1862578,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862579,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862580,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862584,f(descricao),0.413835,0.072564,-0.148817,-0.088915,0.035875,-0.042120
1862585,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862586,f(descricao),0.452241,-0.213544,0.042075,0.033952,-0.186339,0.080152
1862587,f(descricao),0.412236,-0.264086,0.055475,0.085965,-0.155796,0.104465
1862588,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862589,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862590,f(descricao),0.432265,-0.134099,0.001271,0.039702,-0.070652,0.045212
1862591,f(descricao),0.343411,-0.000515,-0.081600,-0.005874,-0.013816,-0.014531
1862599,f(descricao),0.411963,-0.262841,0.054952,0.085572,-0.155780,0.105652
1862600,f(descricao),0.381481,-0.248449,-0.017692,0.094045,-0.101779,0.075636
1862601,f(descricao),0.340141,0.083928,-0.093715,-0.077507,0.024372,0.070173
1862611,f(descricao),0.433728,-0.215299,0.042945,0.067696,-0.192729,0.086687
1862612,f(descricao),0.452241,-0.213544,0.042075,0.033952,-0.186339,0.080152
1862614,f(descricao),0.442374,-0.198859,0.037117,0.070035,-0.211026,0.097964
1862620,f(descricao),0.440327,-0.228932,0.039376,0.065053,-0.175004,0.079795
1862622,f(descricao),0.457580,-0.248665,0.058046,0.072380,-0.137923,0.041310
1862630,f(descricao),0.438899,-0.225836,0.052525,0.082254,-0.196340,0.068977
1862635,f(descricao),0.424274,0.026292,-0.135867,-0.065836,-0.034194,0.018638
1862636,f(descricao),0.435321,-0.251955,0.052930,0.065887,-0.173726,0.067005
1862637,f(descricao),0.432293,-0.253984,0.041086,0.093941,-0.198083,0.079575
1862638,f(descricao),0.354434,0.064013,0.003679,-0.022471,0.035619,-0.048640
1862649,f(descricao),0.451481,-0.233726,0.038832,0.052833,-0.181489,0.053043
1862657,f(descricao),0.341754,0.116171,-0.126401,-0.121053,0.028489,-0.028585
1862660,f(descricao),0.398072,0.022559,-0.103028,-0.104179,0.068520,0.000345
1862665,f(descricao),0.459119,-0.225237,0.034039,0.086930,-0.183802,0.082962
1862667,f(descricao),0.427165,-0.241324,0.059557,0.067453,-0.188782,0.069811
1862668,f(descricao),0.443248,-0.169898,0.009214,0.021114,-0.102713,0.021916
1862669,f(descricao),0.433728,-0.215299,0.042945,0.067696,-0.192729,0.086687
1862676,f(descricao),0.322361,0.060245,-0.078052,-0.082633,0.056293,-0.008311
1862680,f(descricao),0.435321,-0.251955,0.052930,0.065887,-0.173726,0.067005
1862681,f(descricao),0.452241,-0.213544,0.042075,0.033952,-0.186339,0.080152
1862683,f(descricao),0.296174,0.139483,-0.114679,-0.052278,-0.033840,-0.065631
1862684,f(descricao),0.391403,0.067386,-0.147328,-0.099648,0.038818,-0.013624
1862689,f(descricao),0.433728,-0.215299,0.042945,0.067696,-0.192729,0.086687
1862692,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
1862693,f(descricao),0.492247,-0.161598,0.050830,0.083586,-0.239305,0.102823
