cdacordao,tipo,x,y
1861731,f(descricao),35.703014,-8.637572
1861731,f(mean HyDE),-8.291212,-30.855583
1861747,f(ementa),-37.876492,-11.624753
1861747,f(descricao),34.774925,-8.194405
1861747,f(mean HyDE),-6.836610,-28.699568
1861764,f(ementa),-40.874195,-11.431761
1861764,f(descricao),32.776085,-8.459577
1861764,f(mean HyDE),-6.656631,-30.521624
1861779,f(ementa),-34.324276,2.481742
1861779,f(descricao),23.595421,-9.952949
1861779,f(mean HyDE),4.070991,-36.417759
1861780,f(ementa),-39.369160,-11.080359
1861780,f(descricao),32.675041,-8.967310
1861780,f(mean HyDE),-8.214496,-29.244465
1861786,f(ementa),-11.459370,-13.070776
1861786,f(descricao),23.872679,0.303942
1861786,f(mean HyDE),-11.284663,-11.753544
1861794,f(ementa),-8.694123,-1.206969
1861794,f(descricao),26.972294,-10.854593
1861794,f(mean HyDE),-8.723387,-1.233489
1861802,f(ementa),-21.725060,-14.378688
1861802,f(descricao),39.324444,2.799428
1861802,f(mean HyDE),-21.877317,-11.896158
1861819,f(ementa),-38.334229,-11.981691
1861819,f(descricao),34.994820,-7.305046
1861819,f(mean HyDE),-7.822952,-29.647102
1861820,f(ementa),-41.183266,-10.562326
1861820,f(descricao),33.776730,-6.886463
1861820,f(mean HyDE),-5.577064,-27.452154
1861842,f(ementa),-40.750107,-9.349906
1861842,f(descricao),35.982620,-8.167058
1861842,f(mean HyDE),-7.994474,-32.016830
1861851,f(ementa),-37.505562,-9.567838
1861851,f(descricao),33.715706,-10.060082
1861851,f(mean HyDE),-7.886358,-32.824036
1861856,f(ementa),-16.722622,-4.158593
1861856,f(descricao),22.043385,1.847094
1861856,f(mean HyDE),-13.525050,-5.662125
1861861,f(ementa),-39.817688,-10.616363
1861861,f(descricao),33.642063,-8.283360
1861861,f(mean HyDE),-8.016238,-31.858543
1861862,f(ementa),-39.050655,-9.828627
1861862,f(descricao),33.987099,-9.323764
1861862,f(mean HyDE),-5.051636,-28.320623
1861873,f(ementa),-39.978020,-9.866278
1861873,f(descricao),32.866852,-9.366842
1861873,f(mean HyDE),-5.943873,-29.231661
1861887,f(ementa),-38.616497,-9.506166
1861887,f(descricao),34.265011,-8.990027
1861887,f(mean HyDE),-8.488045,-31.706717
1861888,f(ementa),-38.167160,-10.968995
1861888,f(descricao),32.557007,-8.146768
1861888,f(mean HyDE),-5.674538,-31.580252
1861910,f(ementa),-38.692528,-10.939651
1861910,f(descricao),33.653709,-6.473115
1861910,f(mean HyDE),-6.109256,-27.734978
1861928,f(ementa),-41.088604,-11.029123
1861928,f(descricao),35.751591,-9.697894
1861928,f(mean HyDE),-4.760346,-29.915831
1861929,f(ementa),-37.786335,-10.047126
1861929,f(descricao),34.394424,-9.615772
1861929,f(mean HyDE),-5.375738,-28.343729
1861948,f(ementa),-40.457855,-9.832129
1861948,f(descricao),36.405815,-7.894404
1861948,f(mean HyDE),-4.679076,-31.344168
1861949,f(ementa),-38.773754,-10.454365
1861949,f(descricao),36.134426,-9.213212
1861949,f(mean HyDE),-6.179202,-28.036051
1861955,f(ementa),-37.294056,-10.241856
1861955,f(descricao),34.200420,-10.185613
1861955,f(mean HyDE),-8.728942,-29.707802
1861956,f(ementa),-37.797291,-10.796636
1861956,f(descricao),35.149818,-9.455611
1861956,f(mean HyDE),-7.418489,-32.350880
1860285,f(ementa),-7.576650,10.017508
1860285,f(descricao),32.075294,9.346375
1860285,f(mean HyDE),-3.784651,5.131957
1860332,f(ementa),-19.144617,23.434734
1860332,f(descricao),31.520220,19.290403
1860332,f(mean HyDE),-13.065032,25.111441
1859274,f(ementa),1.178355,-15.727418
1859274,f(descricao),32.688900,2.646530
1859274,f(mean HyDE),-0.182506,-12.919766
1859287,f(ementa),3.196244,-12.751306
1859287,f(descricao),33.259159,-0.899769
1859287,f(mean HyDE),2.302969,-12.194485
1859290,f(ementa),-1.623453,-7.393469
1859290,f(descricao),26.478992,-5.717728
1859290,f(mean HyDE),-1.536379,-7.540036
1859291,f(ementa),2.710478,-13.407937
1859291,f(descricao),33.428413,-1.239467
1859291,f(mean HyDE),1.905936,-12.017595
1859294,f(ementa),-24.301332,2.954197
1859294,f(descricao),39.803509,5.405394
1859294,f(mean HyDE),-23.901369,-11.114148
1859300,f(ementa),-6.837818,-15.867650
1859300,f(descricao),29.248945,-0.480746
1859300,f(mean HyDE),-6.755757,-16.116566
1859305,f(ementa),-8.692616,12.288160
1859305,f(descricao),32.819050,13.915814
1859305,f(mean HyDE),-5.035759,12.869325
1859307,f(ementa),-1.391303,-11.659392
1859307,f(descricao),29.677399,0.590478
1859307,f(mean HyDE),-0.651014,-11.900138
1859322,f(ementa),-9.139708,11.017742
1859322,f(descricao),30.666210,9.215962
1859322,f(mean HyDE),-5.229327,5.327269
1859326,f(ementa),3.759541,-9.006166
1859326,f(descricao),31.358803,-4.916387
1859326,f(mean HyDE),-2.662783,-12.226572
1859342,f(ementa),-9.438297,12.992097
1859342,f(descricao),29.591818,9.839110
1859342,f(mean HyDE),-4.800759,4.906143
1859373,f(ementa),-4.903519,-4.460846
1859373,f(descricao),25.224319,6.308743
1859373,f(mean HyDE),-5.306541,-5.261353
1859382,f(ementa),-4.182065,-7.170405
1859382,f(descricao),28.546940,-4.910585
1859382,f(mean HyDE),-4.668320,-7.211035
1859404,f(ementa),-7.979776,7.701999
1859404,f(descricao),30.421984,10.600966
1859404,f(mean HyDE),-5.536057,4.463221
1859407,f(ementa),-24.571732,4.662037
1859407,f(descricao),20.283871,2.948816
1859407,f(mean HyDE),-14.122919,0.331103
1859418,f(ementa),-4.610537,-10.603777
1859418,f(descricao),28.281700,-5.012025
1859418,f(mean HyDE),-3.559940,-11.628501
1859442,f(ementa),-18.234816,12.097068
1859442,f(descricao),33.179306,25.562407
1859442,f(mean HyDE),-3.944639,26.754513
1859519,f(ementa),-12.148216,-13.163026
1859519,f(descricao),24.745146,-0.207294
1859519,f(mean HyDE),-11.269887,-12.027637
1859636,f(ementa),-19.068184,21.280716
1859636,f(descricao),25.639372,12.523835
1859636,f(mean HyDE),-13.593115,30.002460
1858844,f(ementa),-34.834183,1.609418
1858844,f(descricao),24.494783,-10.573067
1858844,f(mean HyDE),3.950027,-35.802235
1858335,f(ementa),-21.824728,14.037496
1858335,f(descricao),26.204182,15.332527
1858335,f(mean HyDE),-13.101963,36.550549
1858345,f(ementa),-8.242316,11.555894
1858345,f(descricao),29.281631,9.609008
1858345,f(mean HyDE),-5.110677,9.643705
1858370,f(ementa),-19.866489,20.798145
1858370,f(descricao),30.167112,26.063723
1858370,f(mean HyDE),-18.179699,33.784737
1858389,f(ementa),-8.931458,12.446608
1858389,f(descricao),29.082762,11.887138
1858389,f(mean HyDE),-4.916848,11.587828
1858399,f(ementa),-8.890444,14.200552
1858399,f(descricao),33.081474,14.353242
1858399,f(mean HyDE),-5.223711,12.641509
1858586,f(ementa),-14.504086,17.034021
1858586,f(descricao),22.209253,16.238163
1858586,f(mean HyDE),-14.139017,17.171957
1857994,f(ementa),4.099231,-1.498993
1857994,f(descricao),25.790747,-6.320349
1857994,f(mean HyDE),-3.571165,-8.375196
1858041,f(ementa),-4.393095,-2.301767
1858041,f(descricao),29.849340,7.374902
1858041,f(mean HyDE),-4.170774,3.197964
1858046,f(ementa),-19.741911,-8.840062
1858046,f(descricao),20.382586,2.060088
1858046,f(mean HyDE),-19.785452,-8.885570
1858111,f(ementa),-18.692337,23.496580
1858111,f(descricao),30.970848,19.077480
1858111,f(mean HyDE),-12.243801,26.115606
1858135,f(ementa),-6.486328,0.021730
1858135,f(descricao),30.990612,6.799450
1858135,f(mean HyDE),-4.975553,3.129441
1858140,f(ementa),4.001665,-0.512504
1858140,f(descricao),27.230766,-10.904411
1858140,f(mean HyDE),-2.507935,4.237522
1858174,f(ementa),-16.136732,-5.756819
1858174,f(descricao),25.250811,2.616104
1858174,f(mean HyDE),-10.182307,-7.828780
1858185,f(ementa),-40.724236,-10.209557
1858185,f(descricao),35.574371,-9.053207
1858185,f(mean HyDE),-7.301460,-29.692297
1858191,f(ementa),-39.350613,-9.050344
1858191,f(descricao),33.248104,-9.840750
1858191,f(mean HyDE),-7.892558,-29.208254
1858192,f(ementa),-34.382309,0.961779
1858192,f(descricao),24.443207,-11.122692
1858192,f(mean HyDE),3.378594,-36.495369
1858193,f(ementa),-40.461258,-10.773264
1858193,f(descricao),33.396629,-8.017765
1858193,f(mean HyDE),-6.194096,-29.720100
1858197,f(ementa),-37.450684,-11.037724
1858197,f(descricao),35.424160,-8.074374
1858197,f(mean HyDE),-7.406922,-29.256378
1857073,f(ementa),-14.297462,13.916259
1857073,f(descricao),25.646471,12.453824
1857073,f(mean HyDE),-16.008011,28.559742
1857146,f(ementa),-25.955223,6.769818
1857146,f(descricao),30.919149,28.391724
1857146,f(mean HyDE),-15.499278,28.665691
1857293,f(ementa),-38.555824,-11.446385
1857293,f(descricao),35.397038,-6.506091
1857293,f(mean HyDE),-5.673095,-28.199543
1857294,f(ementa),-39.620979,-9.578297
1857294,f(descricao),34.999905,-7.759282
1857294,f(mean HyDE),-5.161288,-30.018194
1857306,f(ementa),-38.873528,-12.178845
1857306,f(descricao),33.838982,-7.694888
1857306,f(mean HyDE),-4.242064,-29.681316
1857319,f(ementa),-39.317539,-10.035884
1857319,f(descricao),36.087147,-7.431030
1857319,f(mean HyDE),-6.078516,-31.203720
1857320,f(ementa),-39.456711,-10.389468
1857320,f(descricao),33.745079,-8.801068
1857320,f(mean HyDE),-5.568006,-29.876272
1857335,f(ementa),-39.930378,-8.362375
1857335,f(descricao),35.287643,-10.042029
1857335,f(mean HyDE),-7.371639,-28.343748
1857350,f(ementa),-41.096909,-9.307911
1857350,f(descricao),34.749760,-10.217787
1857350,f(mean HyDE),-6.700828,-30.727573
1857365,f(ementa),-38.969082,-8.351936
1857365,f(descricao),33.528130,-9.318985
1857365,f(mean HyDE),-8.147711,-30.564436
1857366,f(ementa),-40.091541,-9.316509
1857366,f(descricao),36.369167,-8.656032
1857366,f(mean HyDE),-6.725456,-29.286303
1857379,f(ementa),-39.014194,-11.530030
1857379,f(descricao),35.576096,-7.561211
1857379,f(mean HyDE),-7.465537,-30.707706
1857380,f(ementa),-39.457916,-12.249076
1857380,f(descricao),34.185524,-8.010592
1857380,f(mean HyDE),-7.565718,-32.228447
1857401,f(ementa),-37.747692,-9.037675
1857401,f(descricao),34.208019,-8.337090
1857401,f(mean HyDE),-6.249152,-30.802696
1857402,f(ementa),-40.098091,-10.362142
1857402,f(descricao),33.283863,-8.711650
1857402,f(mean HyDE),-7.792212,-30.384331
1857403,f(ementa),-9.698900,10.079070
1857403,f(descricao),30.807329,10.208271
1857403,f(mean HyDE),-9.068236,8.335321
1857409,f(ementa),-38.441143,-8.745145
1857409,f(descricao),34.948692,-8.824988
1857409,f(mean HyDE),-8.585205,-30.276720
1857410,f(ementa),-38.441143,-8.745145
1857410,f(descricao),33.484478,-7.348747
1857410,f(mean HyDE),-6.065956,-29.601053
1857421,f(ementa),-39.400475,-8.448994
1857421,f(descricao),34.475212,-8.661013
1857421,f(mean HyDE),-5.547206,-30.303680
1857422,f(ementa),-38.212254,-9.468182
1857422,f(descricao),34.795589,-9.362205
1857422,f(mean HyDE),-5.059947,-29.526743
1857432,f(ementa),-39.966640,-8.886311
1857432,f(descricao),32.947124,-7.697471
1857432,f(mean HyDE),-4.548006,-30.230299
1857433,f(ementa),-40.560844,-8.688075
1857433,f(descricao),34.518253,-7.653333
1857433,f(mean HyDE),-5.179924,-27.632967
1857444,f(ementa),-40.476101,-11.770848
1857444,f(descricao),35.910107,-6.967624
1857444,f(mean HyDE),-7.392863,-31.562496
1857445,f(ementa),-38.519970,-10.242828
1857445,f(descricao),32.726238,-7.392643
1857445,f(mean HyDE),-8.273665,-31.227591
1856344,f(ementa),3.565840,-12.281473
1856344,f(descricao),33.184807,-1.219871
1856344,f(mean HyDE),2.669375,-11.583318
1856556,f(ementa),-9.336808,-49.540504
1856556,f(descricao),43.894527,-19.546135
1856556,f(mean HyDE),-2.955477,-37.721691
1854823,f(ementa),-7.590767,1.888902
1854823,f(descricao),30.502913,4.895489
1854823,f(mean HyDE),-6.135653,5.234875
1854859,f(ementa),-9.218899,12.288728
1854859,f(descricao),29.268711,11.747084
1854859,f(mean HyDE),-3.432713,4.024860
1854896,f(ementa),-10.501847,-5.718902
1854896,f(descricao),22.338985,5.194082
1854896,f(mean HyDE),-10.903086,-5.435296
1854921,f(ementa),-7.885115,-0.307903
1854921,f(descricao),30.659771,8.089710
1854921,f(mean HyDE),-4.392225,2.843268
1854961,f(ementa),-6.076586,15.722037
1854961,f(descricao),26.225473,26.482450
1854961,f(mean HyDE),-17.534573,30.935493
1854967,f(ementa),-9.519122,-13.539638
1854967,f(descricao),24.725319,-0.348477
1854967,f(mean HyDE),-0.461131,-10.813383
1854982,f(ementa),-7.113565,0.977952
1854982,f(descricao),31.438416,6.927600
1854982,f(mean HyDE),-2.795770,3.378570
1854990,f(ementa),-25.581690,16.132170
1854990,f(descricao),23.878218,20.454082
1854990,f(mean HyDE),-4.365720,28.305763
1855017,f(ementa),-7.306127,12.279511
1855017,f(descricao),32.713936,13.902061
1855017,f(mean HyDE),-5.720476,12.315755
1855041,f(ementa),-34.499012,0.966890
1855041,f(descricao),23.207418,-10.116078
1855041,f(mean HyDE),4.329536,-35.155090
1855044,f(ementa),-22.156023,19.854225
1855044,f(descricao),27.243481,25.454124
1855044,f(mean HyDE),-18.043053,33.120419
1855055,f(ementa),-13.931507,-37.587124
1855055,f(descricao),25.680649,-18.054333
1855055,f(mean HyDE),4.911768,-40.122047
1855056,f(ementa),-35.173077,1.101513
1855056,f(descricao),23.287733,-11.331508
1855056,f(mean HyDE),3.947562,-34.539753
1855057,f(ementa),-14.093060,-37.089417
1855057,f(descricao),25.981091,-18.614798
1855057,f(mean HyDE),5.390714,-39.975727
1855071,f(ementa),-35.011211,1.073403
1855071,f(descricao),22.917574,-10.588957
1855071,f(mean HyDE),3.895501,-34.901859
1855072,f(ementa),-13.905105,-37.483913
1855072,f(descricao),25.981091,-18.614798
1855072,f(mean HyDE),6.105382,-39.972015
1855073,f(ementa),-34.738400,1.826413
1855073,f(descricao),24.084921,-11.452215
1855073,f(mean HyDE),3.748576,-35.651524
1855074,f(ementa),-35.280460,2.389263
1855074,f(descricao),22.950386,-10.925077
1855074,f(mean HyDE),5.870660,-35.727623
1855075,f(ementa),-14.360175,-37.070553
1855075,f(descricao),26.306025,-18.077551
1855075,f(mean HyDE),5.952330,-39.543396
1855088,f(ementa),-14.563309,-37.199875
1855088,f(descricao),25.680649,-18.054333
1855088,f(mean HyDE),5.662535,-39.441807
1855089,f(ementa),-14.221103,-37.828205
1855089,f(descricao),26.306025,-18.077551
1855089,f(mean HyDE),5.530388,-40.344414
1855102,f(ementa),-14.356140,-37.816776
1855102,f(descricao),25.680649,-18.054333
1855102,f(mean HyDE),6.094624,-39.979744
1855103,f(ementa),-34.762630,1.898893
1855103,f(descricao),23.948427,-9.927574
1855103,f(mean HyDE),5.409469,-37.381531
1855128,f(ementa),-6.208186,13.510617
1855128,f(descricao),33.181328,14.073754
1855128,f(mean HyDE),-4.675774,12.687898
1855159,f(ementa),-14.499567,-37.749245
1855159,f(descricao),25.981091,-18.614798
1855159,f(mean HyDE),5.346027,-39.723686
1855175,f(ementa),-14.632825,-37.557865
1855175,f(descricao),25.981091,-18.614798
1855175,f(mean HyDE),5.901994,-39.963280
1855176,f(ementa),-14.632825,-37.557865
1855176,f(descricao),25.981091,-18.614798
1855176,f(mean HyDE),5.760160,-40.290062
1855181,f(ementa),-14.142265,-6.008673
1855181,f(descricao),21.766769,2.021442
1855181,f(mean HyDE),-12.331452,-4.561834
1855186,f(ementa),-14.058228,-37.116573
1855186,f(descricao),25.680649,-18.054333
1855186,f(mean HyDE),5.305499,-39.632343
1855187,f(ementa),-13.909966,-37.284538
1855187,f(descricao),25.680649,-18.054333
1855187,f(mean HyDE),5.590683,-39.959309
1855210,f(ementa),-14.038058,-37.756237
1855210,f(descricao),25.981091,-18.614798
1855210,f(mean HyDE),5.166415,-40.890900
1855211,f(ementa),-34.791431,2.513830
1855211,f(descricao),23.386742,-11.465389
1855211,f(mean HyDE),5.107987,-37.360306
1855230,f(ementa),-14.566621,-37.220131
1855230,f(descricao),25.680649,-18.054333
1855230,f(mean HyDE),5.927192,-39.482838
1855251,f(ementa),-34.791431,2.513830
1855251,f(descricao),23.201902,-10.122189
1855251,f(mean HyDE),3.732809,-35.932369
1855252,f(ementa),-34.051453,1.585527
1855252,f(descricao),23.095215,-11.160378
1855252,f(mean HyDE),5.958057,-37.684105
1855254,f(ementa),-38.159569,-10.117471
1855254,f(descricao),35.134918,-8.478014
1855254,f(mean HyDE),-7.015173,-27.706757
1862942,f(ementa),-18.359615,17.873367
1862942,f(descricao),24.299786,19.427414
1862942,f(mean HyDE),-9.371076,26.568804
1862946,f(ementa),-20.075214,16.301424
1862946,f(descricao),23.151909,17.554379
1862946,f(mean HyDE),-6.008227,31.594898
1862948,f(ementa),-20.246212,22.019407
1862948,f(descricao),29.670349,26.278458
1862948,f(mean HyDE),-16.749464,34.176685
1862957,f(ementa),-18.848633,15.586300
1862957,f(descricao),25.904041,20.303673
1862957,f(mean HyDE),-6.135233,30.063421
1862965,f(ementa),-14.044847,29.622860
1862965,f(descricao),31.532190,26.834759
1862965,f(mean HyDE),-14.001145,29.943762
1862973,f(ementa),-18.898979,16.820520
1862973,f(descricao),23.071314,18.621197
1862973,f(mean HyDE),-4.728469,32.185928
1862978,f(ementa),-20.532927,10.747938
1862978,f(descricao),24.273008,17.903357
1862978,f(mean HyDE),-10.685812,28.241621
1862990,f(ementa),-19.254936,14.945745
1862990,f(descricao),27.415691,18.722317
1862990,f(mean HyDE),-6.230957,29.452276
1862297,f(ementa),-24.137938,9.048295
1862297,f(descricao),19.501778,18.621595
1862297,f(mean HyDE),-7.099947,26.920158
1862321,f(ementa),-22.446129,19.574793
1862321,f(descricao),29.909023,22.542608
1862321,f(mean HyDE),-15.908939,33.601566
1862327,f(ementa),-22.863235,23.248205
1862327,f(descricao),27.975023,24.483805
1862327,f(mean HyDE),-16.418135,32.979599
1862341,f(ementa),-19.757790,12.200377
1862341,f(descricao),35.558170,18.310457
1862341,f(mean HyDE),-4.910753,33.533695
1862358,f(ementa),-19.480114,20.960615
1862358,f(descricao),24.500620,24.576601
1862358,f(mean HyDE),-15.256852,34.129246
1862401,f(ementa),-21.727789,24.202642
1862401,f(descricao),28.565327,26.839102
1862401,f(mean HyDE),-13.130717,25.962788
1862444,f(ementa),-22.740761,23.183815
1862444,f(descricao),28.711189,24.542364
1862444,f(mean HyDE),-15.704274,31.293417
1861321,f(ementa),-26.738796,7.235558
1861321,f(descricao),29.502420,23.696310
1861321,f(mean HyDE),-14.325232,33.776127
1861390,f(ementa),-24.731792,16.605282
1861390,f(descricao),23.721384,19.417292
1861390,f(mean HyDE),-4.460096,27.869171
1861391,f(ementa),-25.976620,18.879177
1861391,f(descricao),21.682121,19.723568
1861391,f(mean HyDE),-3.647362,31.054037
1861446,f(ementa),-17.555807,19.821907
1861446,f(descricao),25.955952,22.331602
1861446,f(mean HyDE),-9.491274,29.830130
1861489,f(ementa),-16.861252,15.492405
1861489,f(descricao),21.928480,21.814400
1861489,f(mean HyDE),-10.323647,35.598751
1861490,f(ementa),-23.609259,17.021448
1861490,f(descricao),27.816610,19.512573
1861490,f(mean HyDE),-12.533750,29.041456
1861517,f(ementa),-25.961582,25.384893
1861517,f(descricao),28.983982,27.397760
1861517,f(mean HyDE),-19.448168,30.335398
1861568,f(ementa),-24.323048,16.835918
1861568,f(descricao),24.854931,16.847166
1861568,f(mean HyDE),-4.919214,26.908800
1861596,f(ementa),-24.390936,21.643023
1861596,f(descricao),31.557261,20.257910
1861596,f(mean HyDE),-12.172485,25.639812
1861676,f(ementa),-26.178942,18.900982
1861676,f(descricao),21.360828,19.428984
1861676,f(mean HyDE),-7.839985,35.038269
1860279,f(ementa),-8.996201,19.448921
1860279,f(descricao),20.530212,14.878752
1860279,f(mean HyDE),-8.955507,19.566433
1860294,f(ementa),-22.697519,23.548313
1860294,f(descricao),33.453102,14.963741
1860294,f(mean HyDE),-5.720968,15.346399
1860300,f(ementa),-19.663452,14.340380
1860300,f(descricao),25.979761,20.765579
1860300,f(mean HyDE),-5.344710,29.574347
1860304,f(ementa),-13.559126,20.013910
1860304,f(descricao),22.399853,25.129730
1860304,f(mean HyDE),-13.308445,20.233213
1860319,f(ementa),-15.766611,21.911005
1860319,f(descricao),20.022165,20.036510
1860319,f(mean HyDE),-15.397921,22.347055
1860330,f(ementa),-17.504126,21.293997
1860330,f(descricao),24.349516,21.432976
1860330,f(mean HyDE),-10.674604,28.150206
1860345,f(ementa),-21.115877,16.929346
1860345,f(descricao),21.661793,16.232117
1860345,f(mean HyDE),-16.321133,24.533327
1860348,f(ementa),-17.182310,16.290651
1860348,f(descricao),22.735743,12.536232
1860348,f(mean HyDE),-8.616638,22.976572
1860352,f(ementa),-21.261692,23.893934
1860352,f(descricao),31.041901,19.556658
1860352,f(mean HyDE),-13.784786,26.261105
1860391,f(ementa),-20.922943,23.668125
1860391,f(descricao),27.022299,26.227383
1860391,f(mean HyDE),-14.668496,27.159624
1860412,f(ementa),-15.435267,16.789669
1860412,f(descricao),23.247835,15.663785
1860412,f(mean HyDE),-8.333482,24.495291
1860440,f(ementa),-19.229267,23.289942
1860440,f(descricao),30.956846,19.788860
1860440,f(mean HyDE),-13.382791,26.302219
1859299,f(ementa),-20.963890,21.869043
1859299,f(descricao),28.081917,25.683128
1859299,f(mean HyDE),-13.384685,31.144442
1859302,f(ementa),-26.270727,6.604943
1859302,f(descricao),30.936560,28.441109
1859302,f(mean HyDE),-16.842731,32.518276
1859378,f(ementa),-16.722977,14.294911
1859378,f(descricao),22.387075,21.806185
1859378,f(mean HyDE),-10.445439,35.861507
1859428,f(ementa),-19.988491,16.626520
1859428,f(descricao),22.443605,17.793247
1859428,f(mean HyDE),-5.649072,31.275181
1859467,f(ementa),-17.693153,15.513710
1859467,f(descricao),23.134241,19.955564
1859467,f(mean HyDE),-7.529229,34.351784
1859549,f(ementa),-14.890194,14.478959
1859549,f(descricao),26.093769,12.099778
1859549,f(mean HyDE),-14.999640,14.668436
1859559,f(ementa),-25.740059,7.363066
1859559,f(descricao),25.094788,20.757414
1859559,f(mean HyDE),-7.509068,32.670418
1859566,f(ementa),-18.387939,14.678529
1859566,f(descricao),28.448370,17.852642
1859566,f(mean HyDE),-6.153332,29.032154
1859687,f(ementa),-12.247325,16.524099
1859687,f(descricao),32.531864,17.988342
1859687,f(mean HyDE),-5.604462,21.783548
1859713,f(ementa),-23.748819,23.081043
1859713,f(descricao),27.216553,26.887653
1859713,f(mean HyDE),-18.199306,30.389086
1858331,f(ementa),-18.876547,15.977763
1858331,f(descricao),22.954887,22.866968
1858331,f(mean HyDE),-11.247071,33.638142
1858334,f(ementa),-21.939133,20.737345
1858334,f(descricao),31.356899,24.702650
1858334,f(mean HyDE),-15.757286,32.669811
1858340,f(ementa),-24.942053,16.952309
1858340,f(descricao),24.630186,23.460077
1858340,f(mean HyDE),-7.213211,27.115351
1858346,f(ementa),-17.893780,17.762844
1858346,f(descricao),26.739840,17.803738
1858346,f(mean HyDE),-8.688818,31.130497
1858353,f(ementa),-19.741621,11.706802
1858353,f(descricao),35.499092,18.348993
1858353,f(mean HyDE),-4.958637,33.813416
1858372,f(ementa),-20.952675,16.118540
1858372,f(descricao),22.032059,18.003971
1858372,f(mean HyDE),-6.572677,33.483276
1858374,f(ementa),-20.481503,13.628507
1858374,f(descricao),25.211472,20.168266
1858374,f(mean HyDE),-7.152654,30.059444
1858376,f(ementa),-21.446314,19.228996
1858376,f(descricao),22.949831,23.510191
1858376,f(mean HyDE),-11.859828,31.681959
1858396,f(ementa),-23.617044,20.091225
1858396,f(descricao),30.999193,23.652269
1858396,f(mean HyDE),-16.801821,34.581062
1858414,f(ementa),-27.237255,6.632675
1858414,f(descricao),29.023516,25.148199
1858414,f(mean HyDE),-13.539856,31.636358
1858417,f(ementa),-21.851046,13.144518
1858417,f(descricao),25.486942,18.997631
1858417,f(mean HyDE),-8.980273,31.415657
1858437,f(ementa),-20.590590,19.130703
1858437,f(descricao),26.860380,21.060236
1858437,f(mean HyDE),-5.488920,29.298090
1858448,f(ementa),-21.534325,26.966839
1858448,f(descricao),27.043924,26.236423
1858448,f(mean HyDE),-16.700798,32.245834
1858462,f(ementa),-21.183485,19.971689
1858462,f(descricao),27.751842,23.145485
1858462,f(mean HyDE),-13.744757,33.037125
1858521,f(ementa),-27.125114,6.675654
1858521,f(descricao),29.191582,25.766582
1858521,f(mean HyDE),-17.243906,33.677929
1858531,f(ementa),-12.675862,10.927067
1858531,f(descricao),30.361965,14.219948
1858531,f(mean HyDE),-12.528132,10.662836
1858560,f(ementa),-20.748056,13.034685
1858560,f(descricao),25.245569,17.224651
1858560,f(mean HyDE),-6.738689,28.877705
1858573,f(ementa),-16.701538,18.238924
1858573,f(descricao),26.531919,16.784304
1858573,f(mean HyDE),-8.348828,27.735365
1858607,f(ementa),-21.097284,17.004169
1858607,f(descricao),21.799183,16.675194
1858607,f(mean HyDE),-10.864648,31.359760
1858617,f(ementa),-19.855616,15.927696
1858617,f(descricao),27.515022,18.658119
1858617,f(mean HyDE),-6.732208,31.378675
1857981,f(ementa),-22.501589,19.249464
1857981,f(descricao),27.496962,23.055090
1857981,f(mean HyDE),-15.712060,33.638584
1857985,f(ementa),-22.005623,20.682678
1857985,f(descricao),27.218761,23.554319
1857985,f(mean HyDE),-15.013084,32.188820
1858170,f(ementa),-18.845522,28.058664
1858170,f(descricao),31.498707,26.753778
1858170,f(mean HyDE),-14.541005,32.327709
1857052,f(ementa),-20.804379,17.258905
1857052,f(descricao),22.050764,15.900822
1857052,f(mean HyDE),-4.399273,29.198410
1857053,f(ementa),-23.228546,16.937359
1857053,f(descricao),21.463423,16.459156
1857053,f(mean HyDE),-10.691951,31.047974
1857097,f(ementa),-18.165661,12.583798
1857097,f(descricao),22.722490,12.533919
1857097,f(mean HyDE),-4.658235,30.403526
1857107,f(ementa),-22.124016,22.468981
1857107,f(descricao),27.158772,24.577066
1857107,f(mean HyDE),-17.500141,32.922928
1857108,f(ementa),-10.856702,22.868513
1857108,f(descricao),21.230663,19.185518
1857108,f(mean HyDE),-7.749534,34.921280
1857144,f(ementa),-20.848179,12.265615
1857144,f(descricao),23.117603,17.935045
1857144,f(mean HyDE),-7.153274,32.596664
1857159,f(ementa),-23.473412,23.649712
1857159,f(descricao),30.282688,25.920362
1857159,f(mean HyDE),-14.863343,31.241209
1857394,f(ementa),-19.105947,18.561466
1857394,f(descricao),27.590748,20.208353
1857394,f(mean HyDE),-5.846377,29.023565
1857395,f(ementa),-17.944803,19.167498
1857395,f(descricao),28.218203,20.839214
1857395,f(mean HyDE),-8.621820,27.997486
1857413,f(ementa),-16.328758,12.685562
1857413,f(descricao),23.275167,21.574770
1857413,f(mean HyDE),-11.813705,34.680511
1857462,f(ementa),-17.098734,19.196329
1857462,f(descricao),25.724201,22.245329
1857462,f(mean HyDE),-9.243901,29.242973
1857468,f(ementa),-20.324844,15.079739
1857468,f(descricao),24.333569,18.957357
1857468,f(mean HyDE),-3.478065,30.987263
1856363,f(ementa),-20.651226,20.872871
1856363,f(descricao),27.324060,27.593615
1856363,f(mean HyDE),-15.325988,33.467369
1856365,f(ementa),-18.992893,13.617298
1856365,f(descricao),26.821482,19.150078
1856365,f(mean HyDE),-5.377663,30.065868
1856367,f(ementa),-18.959373,13.459759
1856367,f(descricao),23.492710,22.397066
