cdacordao,tipo,x,y
1856367,f(mean HyDE),-5.389447,27.483070
1856372,f(ementa),-17.756340,17.640987
1856372,f(descricao),26.180706,19.847298
1856372,f(mean HyDE),-6.112476,29.601559
1856499,f(ementa),-27.130857,9.484903
1856499,f(descricao),30.900625,18.858492
1856499,f(mean HyDE),-12.968154,26.837872
1856500,f(ementa),-26.700274,8.781465
1856500,f(descricao),29.928534,18.787006
1856500,f(mean HyDE),-13.607061,25.626253
1856514,f(ementa),-24.043974,5.364448
1856514,f(descricao),20.491829,18.281836
1856514,f(mean HyDE),-7.240273,32.698750
1856523,f(ementa),-18.218660,16.712032
1856523,f(descricao),24.335793,19.200489
1856523,f(mean HyDE),-5.054595,30.054058
1854829,f(ementa),-20.458447,21.694704
1854829,f(descricao),28.409187,24.241098
1854829,f(mean HyDE),-16.481537,31.416254
1854934,f(ementa),-24.183058,15.232429
1854934,f(descricao),22.692829,22.412144
1854934,f(mean HyDE),-11.774317,34.655304
1854940,f(ementa),-14.745242,19.496244
1854940,f(descricao),22.136618,25.271069
1854940,f(mean HyDE),-13.165987,20.414392
1854972,f(ementa),-24.317522,23.958763
1854972,f(descricao),31.686531,24.552504
1854972,f(mean HyDE),-14.863580,35.405117
1854994,f(ementa),-22.418465,21.187159
1854994,f(descricao),30.794514,25.086077
1854994,f(mean HyDE),-19.630503,32.410416
1855018,f(ementa),-16.721342,13.471684
1855018,f(descricao),24.336790,21.822756
1855018,f(mean HyDE),-8.900325,33.167023
1855066,f(ementa),-19.647175,13.074372
1855066,f(descricao),23.622414,17.274027
1855066,f(mean HyDE),-5.553660,26.498053
1855095,f(ementa),-20.005686,16.282967
1855095,f(descricao),23.717829,18.851151
1855095,f(mean HyDE),-5.634505,31.669519
1855131,f(ementa),-15.066655,14.829135
1855131,f(descricao),24.494314,12.876441
1855131,f(mean HyDE),-11.012938,22.911133
1855182,f(ementa),-21.206230,20.795534
1855182,f(descricao),27.269562,26.227715
1855182,f(mean HyDE),-16.425337,30.807114
1855208,f(ementa),-21.749645,16.968346
1855208,f(descricao),20.814558,16.006584
1855208,f(mean HyDE),-11.138524,31.512360
1855228,f(ementa),-17.990095,16.121527
1855228,f(descricao),22.170256,19.824692
1855228,f(mean HyDE),-8.820871,33.203896
1855229,f(ementa),-16.614946,13.378842
1855229,f(descricao),20.780638,22.334743
1855229,f(mean HyDE),-12.395253,34.762009
1855439,f(ementa),-17.699669,17.859791
1855439,f(descricao),27.585308,19.459129
1855439,f(mean HyDE),-6.963342,29.400856
1853832,f(ementa),-21.170559,12.706913
1853832,f(descricao),26.280722,15.770346
1853832,f(mean HyDE),-8.163117,28.771601
1853858,f(ementa),-6.224199,13.555576
1853858,f(descricao),33.194954,14.332966
1853858,f(mean HyDE),-4.972475,13.171761
1853866,f(ementa),-16.980824,13.509699
1853866,f(descricao),24.341583,22.569933
1853866,f(mean HyDE),-10.593347,34.800381
1853878,f(ementa),-25.429638,11.823748
1853878,f(descricao),31.963701,25.638880
1853878,f(mean HyDE),-17.077183,29.673332
1853885,f(ementa),-24.484718,11.602287
1853885,f(descricao),27.882183,25.481178
1853885,f(mean HyDE),-18.616167,29.849709
1853899,f(ementa),-20.293497,20.972219
1853899,f(descricao),27.883093,27.120209
1853899,f(mean HyDE),-18.458334,30.343876
1853900,f(ementa),-17.195320,17.105263
1853900,f(descricao),25.919479,18.101753
1853900,f(mean HyDE),-7.255470,28.208689
1853907,f(ementa),-21.562021,14.369241
1853907,f(descricao),25.813217,25.173334
1853907,f(mean HyDE),-14.379634,33.527031
1853925,f(ementa),-24.500559,11.751121
1853925,f(descricao),24.349373,25.953482
1853925,f(mean HyDE),-12.837312,32.497746
1853957,f(ementa),-9.010292,10.270782
1853957,f(descricao),30.585188,11.337261
1853957,f(mean HyDE),-8.842565,7.851274
1854018,f(ementa),-22.928391,23.962696
1854018,f(descricao),29.829016,26.584091
1854018,f(mean HyDE),-15.109839,32.361824
1854042,f(ementa),-9.355760,10.755807
1854042,f(descricao),30.708578,9.841482
1854042,f(mean HyDE),-9.562759,7.902683
1854078,f(ementa),-24.374447,24.062449
1854078,f(descricao),29.695278,24.563408
1854078,f(mean HyDE),-14.837568,30.490776
1854108,f(ementa),-12.359168,8.312025
1854108,f(descricao),35.437412,6.231545
1854108,f(mean HyDE),-11.705615,8.279785
1854162,f(ementa),-22.289410,16.948753
1854162,f(descricao),19.891054,16.449930
1854162,f(mean HyDE),-2.984764,28.703506
1854212,f(ementa),-20.344866,18.899118
1854212,f(descricao),26.809896,24.421694
1854212,f(mean HyDE),-4.272104,27.237938
1854237,f(ementa),-12.793740,8.231412
1854237,f(descricao),29.582020,17.306501
1854237,f(mean HyDE),-13.272993,7.770345
1854329,f(ementa),-18.026403,16.474360
1854329,f(descricao),19.291779,17.367611
1854329,f(mean HyDE),-8.150844,30.646221
1853192,f(ementa),-23.298805,21.730925
1853192,f(descricao),28.798048,24.960890
1853192,f(mean HyDE),-17.052610,30.565331
1853195,f(ementa),-23.747587,25.448187
1853195,f(descricao),29.341057,25.162386
1853195,f(mean HyDE),-15.584233,35.669727
1853230,f(ementa),-7.448732,10.201653
1853230,f(descricao),32.433304,9.402789
1853230,f(mean HyDE),-1.706721,5.759480
1853242,f(ementa),-23.101858,23.620468
1853242,f(descricao),28.243532,24.310106
1853242,f(mean HyDE),-17.291637,32.126522
1853246,f(ementa),-24.183187,12.122414
1853246,f(descricao),25.899611,23.943819
1853246,f(mean HyDE),-17.677057,31.814116
1853261,f(ementa),-21.187361,20.355066
1853261,f(descricao),26.573162,27.051546
1853261,f(mean HyDE),-17.345747,33.451588
1853268,f(ementa),-21.517469,14.383404
1853268,f(descricao),26.385679,24.330048
1853268,f(mean HyDE),-18.313959,34.399689
1853278,f(ementa),-7.022275,13.227052
1853278,f(descricao),32.246288,13.426696
1853278,f(mean HyDE),-5.415730,12.295367
1853297,f(ementa),-19.504179,18.185360
1853297,f(descricao),28.480537,23.486845
1853297,f(mean HyDE),-18.488968,32.079544
1853298,f(ementa),-18.075733,18.943865
1853298,f(descricao),28.067400,20.381804
1853298,f(mean HyDE),-6.068845,28.603146
1853307,f(ementa),-26.036388,25.371403
1853307,f(descricao),29.803341,24.105202
1853307,f(mean HyDE),-14.951558,29.771429
1853332,f(ementa),-7.054042,13.199744
1853332,f(descricao),32.383171,13.472236
1853332,f(mean HyDE),-5.395597,11.970037
1853365,f(ementa),-24.139898,15.060816
1853365,f(descricao),25.468849,19.276384
1853365,f(mean HyDE),-9.470804,26.358032
1853374,f(ementa),-7.925817,10.986031
1853374,f(descricao),30.787430,12.382617
1853374,f(mean HyDE),-1.953378,5.469643
1853376,f(ementa),-15.467198,19.446878
1853376,f(descricao),28.287226,19.622185
1853376,f(mean HyDE),-6.789244,26.118628
1853394,f(ementa),-9.629235,9.886554
1853394,f(descricao),30.462780,10.656659
1853394,f(mean HyDE),-8.834125,7.815598
1853401,f(ementa),-22.087330,16.943861
1853401,f(descricao),20.925022,16.311617
1853401,f(mean HyDE),-2.730979,28.229483
1853407,f(ementa),-25.189196,7.671134
1853407,f(descricao),26.325066,20.449402
1853407,f(mean HyDE),-5.512290,25.070623
1853427,f(ementa),-21.207096,24.949799
1853427,f(descricao),31.003559,20.211401
1853427,f(mean HyDE),-14.224427,27.269712
1853453,f(ementa),-7.424777,-3.662669
1853453,f(descricao),35.620121,8.956623
1853453,f(mean HyDE),-7.483966,-3.574828
1853470,f(ementa),-27.173716,9.429334
1853470,f(descricao),30.912241,18.961294
1853470,f(mean HyDE),-12.480833,25.824314
1853530,f(ementa),-11.952768,9.376713
1853530,f(descricao),30.833582,16.397053
1853530,f(mean HyDE),-11.972817,9.315795
1853591,f(ementa),-12.612797,8.669091
1853591,f(descricao),34.266033,22.217587
1853591,f(mean HyDE),-11.937358,7.435766
1853624,f(ementa),-24.263857,15.165054
1853624,f(descricao),21.115601,20.129673
1853624,f(mean HyDE),-3.016336,27.601229
1853626,f(ementa),-13.588670,9.196163
1853626,f(descricao),29.789749,15.051306
1853626,f(mean HyDE),-11.523888,8.490625
1853639,f(ementa),-12.225476,16.511543
1853639,f(descricao),28.224554,10.639959
1853639,f(mean HyDE),-5.619847,21.782185
1853654,f(ementa),-27.235380,9.194926
1853654,f(descricao),30.436676,19.091824
1853654,f(mean HyDE),-13.095867,26.502167
1853669,f(ementa),-12.799957,8.810879
1853669,f(descricao),34.279789,22.170265
1853669,f(mean HyDE),-11.880418,7.443597
1853680,f(ementa),-17.510811,18.215040
1853680,f(descricao),27.456804,19.163719
1853680,f(mean HyDE),-6.076520,29.002775
1853692,f(ementa),-24.910416,16.259508
1853692,f(descricao),21.933290,21.821228
1853692,f(mean HyDE),-10.400239,35.445377
1853726,f(ementa),-12.128189,16.513260
1853726,f(descricao),32.388535,21.198942
1853726,f(mean HyDE),-5.597857,21.931108
1853783,f(ementa),-6.425096,20.473793
1853783,f(descricao),32.267933,21.571325
1853783,f(mean HyDE),-6.377164,20.575848
1849751,f(ementa),-1.779997,-9.726387
1849751,f(descricao),28.507124,-4.610684
1849751,f(mean HyDE),-1.869982,-9.781064
1849851,f(ementa),-24.034140,1.333704
1849851,f(descricao),23.354414,6.542652
1849851,f(mean HyDE),-16.282707,-11.563953
1849229,f(ementa),-20.874830,0.609413
1849229,f(descricao),27.888605,6.804228
1849229,f(mean HyDE),-10.215981,-1.915925
1849409,f(ementa),-18.265564,14.619382
1849409,f(descricao),28.009186,17.871109
1849409,f(mean HyDE),-8.541912,27.632896
1849560,f(ementa),-27.281542,10.002822
1849560,f(descricao),30.813721,20.178232
1849560,f(mean HyDE),-14.091853,27.199129
1849633,f(ementa),-17.989828,17.278944
1849633,f(descricao),26.166388,19.547455
1849633,f(mean HyDE),-8.279504,30.982220
1849651,f(ementa),-21.711405,22.752134
1849651,f(descricao),28.397411,21.326941
1849651,f(mean HyDE),-16.505663,30.468830
1849660,f(ementa),-19.717861,16.507345
1849660,f(descricao),22.878435,18.727385
1849660,f(mean HyDE),-4.623233,32.294918
1848702,f(ementa),-9.519919,12.354995
1848702,f(descricao),30.072903,9.352624
1848702,f(mean HyDE),-3.587732,5.733807
1848712,f(ementa),-25.142555,7.844902
1848712,f(descricao),24.929457,19.054455
1848712,f(mean HyDE),-7.023934,32.229408
1848745,f(ementa),-19.849680,21.189972
1848745,f(descricao),29.536816,25.327000
1848745,f(mean HyDE),-15.938861,35.620033
1848764,f(ementa),-25.877932,5.913515
1848764,f(descricao),29.551888,28.187460
1848764,f(mean HyDE),-17.227562,32.773964
